TEAM	MATCH_UP	GAME_DATE	W/L	MIN	OFFRTG	DEFRTG	NETRTG	AST%	AST/TO	ASTRAT	OREB%	DREB%	REB%	TOV%	EFG%	TS%	PACE	PIE
PHX	PHX @ WAS	02/05/2022	W	48	103.3	87.9	15.3	65.0	2.60	18.2	41.9	80.4	60.2	10.9	44.4	45.2	91.50	61.9
POR	POR vs. OKC	02/04/2022	L	48	93.9	99.0	-5.0	45.0	1.50	13.1	33.3	72.7	51.7	12.1	42.6	44.1	98.00	46.7
UTA	UTA vs. BKN	02/04/2022	W	48	128.9	105.2	23.7	68.8	1.83	23.4	30.8	70.0	54.5	18.6	66.5	68.6	97.00	61.1
DAL	DAL vs. PHI	02/04/2022	W	48	118.9	108.9	10.0	56.4	2.00	17.2	33.3	81.1	54.1	12.2	51.8	56.2	90.00	52.0
CHA	CHA vs. CLE	02/04/2022	L	48	107.4	106.3	1.2	71.1	1.93	19.7	29.6	70.2	50.5	14.9	48.9	51.9	95.00	50.0
HOU	HOU @ SAS	02/04/2022	L	48	105.0	129.7	-24.8	41.7	0.79	11.5	32.0	70.7	49.5	18.8	50.0	55.3	101.00	34.0
NOP	NOP @ DEN	02/04/2022	W	48	118.9	111.7	7.2	64.3	1.80	20.8	27.3	81.4	57.9	15.8	61.3	66.4	94.50	57.7
DET	DET vs. BOS	02/04/2022	L	48	95.9	106.3	-10.4	52.9	1.64	12.6	38.4	77.1	53.7	11.3	37.5	41.2	96.50	34.8
DEN	DEN vs. NOP	02/04/2022	L	48	111.7	118.9	-7.2	62.9	1.47	17.7	18.6	72.7	42.1	16.0	57.1	61.4	94.50	42.3
IND	IND vs. CHI	02/04/2022	L	48	117.3	122.0	-4.7	53.2	1.92	18.4	27.1	69.8	47.3	13.3	55.8	58.1	99.00	43.4
OKC	OKC @ POR	02/04/2022	W	48	99.0	93.9	5.0	72.7	1.60	17.6	27.3	66.7	48.3	15.5	46.6	49.9	98.00	53.3
CLE	CLE @ CHA	02/04/2022	W	48	106.3	107.4	-1.2	72.2	2.17	18.8	29.8	70.4	49.5	12.5	47.8	51.6	95.00	50.0
BOS	BOS @ DET	02/04/2022	W	48	106.3	95.9	10.4	62.2	1.64	17.7	22.9	61.6	46.3	14.6	50.6	54.8	96.50	65.2
TOR	TOR vs. ATL	02/04/2022	W	48	127.6	116.3	11.2	63.0	1.71	21.2	27.0	73.1	53.9	17.3	67.3	70.3	98.00	54.2
SAS	SAS vs. HOU	02/04/2022	W	48	129.7	105.0	24.8	64.7	2.54	22.6	29.3	68.0	50.5	12.9	64.6	67.0	101.00	66.0
PHI	PHI @ DAL	02/04/2022	L	48	108.9	118.9	-10.0	63.9	1.64	19.2	18.9	66.7	45.9	15.6	57.9	61.2	90.00	48.0
CHI	CHI @ IND	02/04/2022	W	48	122.0	117.3	4.7	61.2	3.33	21.1	30.2	72.9	52.7	9.0	57.8	60.9	99.00	56.6
BKN	BKN @ UTA	02/04/2022	L	48	105.2	128.9	-23.7	61.0	2.50	17.9	30.0	69.2	45.5	10.3	47.5	49.1	97.00	38.9
ATL	ATL @ TOR	02/04/2022	L	48	116.3	127.6	-11.2	62.8	3.00	19.4	26.9	73.0	46.1	9.2	51.1	55.8	98.00	45.8
GSW	GSW vs. SAC	02/03/2022	W	48	128.6	117.5	11.0	57.4	1.69	19.6	33.3	80.5	57.5	16.3	67.9	69.2	97.50	54.1
DET	DET vs. MIN	02/03/2022	L	48	111.4	123.1	-11.6	67.5	1.69	18.2	32.7	75.0	52.1	15.2	52.2	56.6	104.50	41.5
PHX	PHX @ ATL	02/03/2022	L	48	112.7	120.4	-7.6	65.2	2.73	21.7	14.0	79.1	46.5	10.8	57.4	59.9	102.50	51.0
SAC	SAC @ GSW	02/03/2022	L	48	117.5	128.6	-11.0	69.0	1.81	21.6	19.5	66.7	42.5	16.5	59.4	63.2	97.50	45.9
MIN	MIN @ DET	02/03/2022	W	48	123.1	111.4	11.6	65.9	2.07	20.1	25.0	67.3	47.9	13.5	59.2	64.4	104.50	58.5
SAS	SAS vs. MIA	02/03/2022	L	48	99.0	114.3	-15.3	70.0	1.24	15.7	31.5	73.8	50.0	17.7	42.5	49.1	97.00	38.5
LAL	LAL @ LAC	02/03/2022	L	48	115.8	116.8	-1.1	46.3	1.73	14.8	27.8	78.3	51.0	11.6	52.8	55.6	95.00	47.6
TOR	TOR vs. CHI	02/03/2022	W	53	117.6	109.1	8.5	62.5	2.50	18.4	37.9	73.5	53.0	11.1	48.7	52.3	98.72	49.6
ATL	ATL vs. PHX	02/03/2022	W	48	120.4	112.7	7.6	56.8	1.67	18.4	20.9	86.0	53.5	14.6	64.3	66.2	102.50	49.0
MIA	MIA @ SAS	02/03/2022	W	48	114.3	99.0	15.3	64.3	1.93	20.3	26.2	68.5	50.0	14.3	57.8	61.6	97.00	61.5
CHI	CHI @ TOR	02/03/2022	L	53	109.1	117.6	-8.5	69.8	1.76	19.6	26.5	62.1	47.0	15.5	54.4	59.7	98.72	50.4
LAC	LAC vs. LAL	02/03/2022	W	48	116.8	115.8	1.1	63.0	2.90	21.6	21.7	72.2	49.0	10.5	59.0	59.1	95.00	52.4
IND	IND vs. ORL	02/02/2022	L	48	109.3	111.2	-2.0	56.8	3.13	17.5	17.9	79.6	48.2	7.4	52.0	54.6	107.50	47.9
UTA	UTA vs. DEN	02/02/2022	W	48	116.1	114.3	1.8	50.0	2.63	16.5	31.3	81.6	53.5	8.6	52.9	56.4	92.00	51.2
OKC	OKC @ DAL	02/02/2022	W	53	117.6	114.0	3.6	61.0	1.25	17.0	42.6	67.9	56.0	19.6	57.6	61.9	91.47	52.7
SAC	SAC vs. BKN	02/02/2022	W	48	117.9	107.4	10.4	56.1	1.64	16.5	42.3	77.3	58.3	14.7	51.6	55.5	94.50	52.0
BKN	BKN @ SAC	02/02/2022	L	48	107.4	117.9	-10.4	53.7	1.69	17.5	22.7	57.7	41.7	13.8	53.6	56.0	94.50	48.0
ORL	ORL @ IND	02/02/2022	W	48	111.2	109.3	2.0	69.0	2.42	19.7	20.4	82.1	51.8	11.2	50.0	55.9	107.50	52.1
BOS	BOS vs. CHA	02/02/2022	W	48	113.0	104.9	8.1	73.8	1.63	22.1	22.0	68.5	48.4	19.0	59.8	63.1	101.00	56.7
PHI	PHI vs. WAS	02/02/2022	L	48	113.2	117.8	-4.6	56.1	5.75	18.4	23.5	63.5	43.7	4.4	51.1	53.2	90.50	46.6
LAL	LAL vs. POR	02/02/2022	W	48	101.0	94.9	6.1	75.8	1.47	18.4	25.0	67.2	48.7	17.3	49.4	53.5	98.50	59.4
NYK	NYK vs. MEM	02/02/2022	L	48	104.9	116.5	-11.7	60.5	1.53	16.5	24.5	62.7	44.6	14.6	50.0	54.3	103.00	45.0
POR	POR @ LAL	02/02/2022	L	48	94.9	101.0	-6.1	65.7	1.77	16.1	32.8	75.0	51.3	13.1	42.9	44.2	98.50	40.6
HOU	HOU vs. CLE	02/02/2022	W	48	117.3	108.3	9.0	64.1	2.08	18.7	23.5	66.0	43.9	12.2	56.1	59.6	97.00	54.9
WAS	WAS @ PHI	02/02/2022	W	48	117.8	113.2	4.6	61.0	2.50	18.7	36.5	76.5	56.3	11.1	50.6	53.9	90.50	53.4
CHA	CHA @ BOS	02/02/2022	L	48	104.9	113.0	-8.1	48.6	1.13	13.2	31.5	78.0	51.6	15.7	49.4	54.1	101.00	43.3
CLE	CLE @ HOU	02/02/2022	L	48	108.3	117.3	-9.0	56.1	1.21	17.2	34.0	76.5	56.1	19.8	55.6	56.6	97.00	45.1
DAL	DAL vs. OKC	02/02/2022	L	53	114.0	117.6	-3.6	60.9	2.00	19.3	32.1	57.4	44.0	14.0	54.1	55.7	91.47	47.3
MEM	MEM @ NYK	02/02/2022	W	48	116.5	104.9	11.7	68.2	2.73	19.4	37.3	75.5	55.4	10.7	51.0	53.5	103.00	55.0
DEN	DEN @ UTA	02/02/2022	L	48	114.3	116.1	-1.8	57.1	1.71	19.7	18.4	68.8	46.5	15.4	60.1	61.7	92.00	48.8
MIN	MIN vs. DEN	02/01/2022	W	48	127.5	113.9	13.6	76.1	3.50	23.2	28.8	77.4	53.3	9.8	59.7	62.5	101.50	56.0
DEN	DEN @ MIN	02/01/2022	L	48	113.9	127.5	-13.6	71.1	2.25	19.3	22.6	71.2	46.7	11.9	50.6	56.8	101.50	44.0
NOP	NOP @ DET	02/01/2022	W	48	112.1	104.1	8.0	61.5	1.41	16.6	43.4	75.6	58.2	17.2	48.3	54.8	98.00	57.1
PHX	PHX vs. BKN	02/01/2022	W	48	123.5	114.4	9.0	61.9	1.63	19.7	22.2	78.6	52.6	16.3	62.5	67.5	97.50	57.1
CHI	CHI vs. ORL	02/01/2022	W	48	126.0	115.0	11.0	54.3	2.50	18.1	29.2	83.0	55.8	10.0	57.2	61.3	100.00	52.5
MIL	MIL vs. WAS	02/01/2022	W	48	119.1	105.4	13.8	56.5	2.89	19.8	28.3	79.6	54.7	9.6	56.5	58.4	93.50	57.7
MIA	MIA @ TOR	02/01/2022	L	48	112.8	117.0	-4.3	68.4	1.53	19.5	31.0	65.2	48.9	18.1	53.8	59.6	94.00	50.7
WAS	WAS @ MIL	02/01/2022	L	48	105.4	119.1	-13.8	61.1	1.83	17.6	20.4	71.7	45.3	12.9	51.2	54.0	93.50	42.3
SAS	SAS vs. GSW	02/01/2022	L	48	120.0	122.8	-2.8	71.7	2.36	23.7	15.0	58.5	39.8	14.0	65.1	66.3	100.50	50.8
TOR	TOR vs. MIA	02/01/2022	W	48	117.0	112.8	4.3	51.3	1.33	15.4	34.8	69.0	51.1	16.0	55.6	58.7	94.00	49.3
ORL	ORL @ CHI	02/01/2022	L	48	115.0	126.0	-11.0	71.7	3.67	23.4	17.0	70.8	44.2	9.0	57.0	58.8	100.00	47.5
GSW	GSW @ SAS	02/01/2022	W	48	122.8	120.0	2.8	69.8	1.88	19.7	41.5	85.0	60.2	15.8	55.2	59.7	100.50	49.2
DET	DET vs. NOP	02/01/2022	L	48	104.1	112.1	-8.0	51.2	1.11	16.3	24.4	56.6	41.8	19.6	53.6	56.0	98.00	42.9
BKN	BKN @ PHX	02/01/2022	L	48	114.4	123.5	-9.0	62.5	2.08	19.1	21.4	77.8	47.4	12.4	59.3	61.5	97.50	42.9
NYK	NYK vs. SAC	01/31/2022	W	48	116.0	96.0	20.0	62.5	1.47	18.4	26.2	76.4	54.6	17.0	58.1	62.5	100.00	65.4
HOU	HOU vs. GSW	01/31/2022	L	48	111.3	124.5	-13.1	69.4	1.47	18.0	32.1	76.3	50.5	17.5	52.4	55.8	97.50	40.1
PHI	PHI vs. MEM	01/31/2022	W	53	111.9	108.2	3.7	61.2	1.43	19.1	34.6	68.3	52.7	19.3	54.5	57.2	99.17	52.2
LAC	LAC @ IND	01/31/2022	L	48	116.0	122.0	-6.0	55.6	2.50	18.2	22.6	70.2	45.0	10.0	54.7	57.0	100.00	45.5
OKC	OKC vs. POR	01/31/2022	W	48	104.3	86.2	18.1	62.9	1.69	17.1	28.8	87.2	56.6	13.8	47.7	52.4	94.00	59.9
NOP	NOP @ CLE	01/31/2022	L	48	101.1	102.2	-1.1	78.8	2.00	19.4	36.5	75.5	55.4	14.6	42.4	47.8	90.00	49.7
MIA	MIA @ BOS	01/31/2022	L	48	95.8	125.8	-29.9	73.5	1.32	18.4	27.8	72.1	47.4	19.8	48.9	50.3	96.50	32.7
TOR	TOR @ ATL	01/31/2022	W	48	108.2	102.0	6.1	55.3	2.63	16.4	16.7	84.4	47.5	8.2	52.8	54.9	98.00	50.0
MEM	MEM @ PHI	01/31/2022	L	53	108.2	111.9	-3.7	38.3	1.29	12.2	31.7	65.4	47.3	12.7	49.0	52.0	99.17	47.8
ATL	ATL vs. TOR	01/31/2022	L	48	102.0	108.2	-6.1	75.7	1.87	21.1	15.6	83.3	52.5	15.3	53.1	56.8	98.00	50.0
CLE	CLE vs. NOP	01/31/2022	W	48	102.2	101.1	1.1	72.2	2.60	20.3	24.5	63.5	44.6	11.0	48.2	51.6	90.00	50.3
GSW	GSW @ HOU	01/31/2022	W	48	124.5	111.3	13.1	53.5	1.53	17.7	23.7	67.9	49.5	15.3	64.4	67.7	97.50	59.9
IND	IND vs. LAC	01/31/2022	W	48	122.0	116.0	6.0	62.0	2.58	21.5	29.8	77.4	55.0	12.0	60.0	60.8	100.00	54.5
SAC	SAC @ NYK	01/31/2022	L	48	96.0	116.0	-20.0	64.9	1.50	17.5	23.6	73.8	45.4	16.0	49.4	50.2	100.00	34.6
BOS	BOS vs. MIA	01/31/2022	W	48	125.8	95.8	29.9	54.5	2.40	18.0	27.9	72.2	52.6	10.3	61.9	63.6	96.50	67.3
POR	POR @ OKC	01/31/2022	L	48	86.2	104.3	-18.1	52.9	1.20	15.3	12.8	71.2	43.4	16.0	46.3	47.9	94.00	40.1
LAL	LAL @ ATL	01/30/2022	L	48	118.6	125.2	-6.6	61.7	2.23	20.9	19.1	76.7	46.7	12.7	62.6	62.3	102.50	44.4
POR	POR @ CHI	01/30/2022	L	48	119.6	134.0	-14.4	53.5	1.92	18.1	16.3	80.5	47.6	12.4	62.7	64.4	97.00	41.7
DAL	DAL @ ORL	01/30/2022	L	48	110.2	113.4	-3.2	56.4	1.22	17.1	25.0	75.0	50.0	18.4	58.0	60.7	97.50	47.6
ORL	ORL vs. DAL	01/30/2022	W	48	113.4	110.2	3.2	60.5	1.63	19.5	25.0	75.0	50.0	16.5	57.7	60.4	97.50	52.4
LAC	LAC @ CHA	01/30/2022	W	48	108.5	84.9	23.6	52.3	1.28	17.0	16.7	77.8	55.3	17.0	58.9	62.3	106.00	65.6
MIL	MIL vs. DEN	01/30/2022	L	48	103.1	140.2	-37.1	62.2	1.53	18.3	16.3	80.0	44.9	15.5	53.8	57.0	97.00	35.4
PHX	PHX vs. SAS	01/30/2022	W	48	116.2	112.2	3.9	64.6	3.88	21.4	30.6	70.9	51.9	8.1	55.2	56.2	98.50	55.0
MIN	MIN vs. UTA	01/30/2022	W	48	124.8	103.9	20.8	71.4	2.19	23.6	28.6	73.9	52.3	15.8	62.4	65.0	101.50	62.8
CHA	CHA vs. LAC	01/30/2022	L	48	84.9	108.5	-23.6	75.0	2.67	16.6	22.2	83.3	44.7	8.5	36.7	41.0	106.00	34.4
UTA	UTA @ MIN	01/30/2022	L	48	103.9	124.8	-20.8	60.5	1.15	16.8	26.1	71.4	47.7	19.6	56.2	58.7	101.50	37.2
CHI	CHI vs. POR	01/30/2022	W	48	134.0	119.6	14.4	72.0	5.14	25.5	19.5	83.7	52.4	7.2	62.8	66.4	97.00	58.3
DET	DET vs. CLE	01/30/2022	W	48	123.7	112.9	10.8	61.9	2.89	18.8	36.5	70.8	53.0	9.7	51.6	56.4	93.00	54.9
CLE	CLE @ DET	01/30/2022	L	48	112.9	123.7	-10.8	65.8	1.92	18.9	29.2	63.5	47.0	14.0	54.3	56.5	93.00	45.1
DEN	DEN @ MIL	01/30/2022	W	48	140.2	103.1	37.1	73.6	3.90	27.5	20.0	83.7	55.1	10.3	73.3	73.6	97.00	64.6
SAS	SAS @ PHX	01/30/2022	L	48	112.2	116.2	-3.9	60.0	2.45	19.3	29.1	69.4	48.1	11.2	51.5	53.1	98.50	45.0
ATL	ATL vs. LAL	01/30/2022	W	48	125.2	118.6	6.6	63.3	2.58	21.7	23.3	80.9	53.3	11.7	64.3	65.8	102.50	55.6
PHI	PHI vs. SAC	01/29/2022	W	48	109.6	106.3	3.3	66.7	1.33	19.5	12.8	72.9	46.0	19.1	60.0	63.2	94.50	51.4
MIA	MIA vs. TOR	01/29/2022	L	63	100.8	106.0	-5.1	57.8	1.08	15.1	39.1	68.9	53.1	20.2	48.2	50.5	89.90	45.1
GSW	GSW vs. BKN	01/29/2022	W	48	111.1	109.3	1.8	60.0	2.00	16.4	38.3	65.6	52.1	12.1	48.0	51.9	98.00	51.3
NOP	NOP vs. BOS	01/29/2022	L	48	101.0	110.3	-9.3	61.1	1.47	16.9	24.5	82.5	50.6	15.6	48.8	52.6	96.50	42.2
IND	IND @ DAL	01/29/2022	L	48	106.1	134.7	-28.6	62.5	2.27	18.0	29.6	74.0	51.0	11.1	48.9	51.9	98.50	38.5
DAL	DAL vs. IND	01/29/2022	W	48	134.7	106.1	28.6	60.8	6.20	21.8	26.0	70.4	49.0	5.1	61.5	62.5	98.50	61.5
WAS	WAS @ MEM	01/29/2022	L	48	102.2	123.7	-21.5	77.1	2.25	20.3	24.1	58.2	41.3	12.9	47.6	50.9	93.00	42.4
MEM	MEM vs. WAS	01/29/2022	W	48	123.7	102.2	21.5	52.2	2.67	17.3	41.8	75.9	58.7	9.7	52.5	54.6	93.00	57.6
BOS	BOS @ NOP	01/29/2022	W	48	110.3	101.0	9.3	72.1	2.07	23.0	17.5	75.5	49.4	15.5	61.7	62.3	96.50	57.8
BKN	BKN @ GSW	01/29/2022	L	48	109.3	111.1	-1.8	53.8	1.91	15.1	34.4	61.7	47.9	11.3	45.4	49.4	98.00	48.7
SAC	SAC @ PHI	01/29/2022	L	48	106.3	109.6	-3.3	66.7	1.85	18.2	27.1	87.2	54.0	13.7	51.2	55.6	94.50	48.6
TOR	TOR @ MIA	01/29/2022	W	63	106.0	100.8	5.1	51.1	1.41	15.0	31.1	60.9	46.9	14.5	51.4	54.0	89.90	54.9
MEM	MEM vs. UTA	01/28/2022	W	48	117.8	110.1	7.7	58.7	1.80	19.9	25.6	75.5	53.4	14.9	61.6	64.3	100.00	58.1
IND	IND @ OKC	01/28/2022	W	53	104.6	101.9	2.8	61.0	1.19	15.9	41.4	80.0	60.2	19.4	50.0	52.4	97.81	52.1
BOS	BOS @ ATL	01/28/2022	L	48	93.9	110.2	-16.3	50.0	0.83	11.5	32.1	73.1	51.9	18.4	39.0	47.0	98.00	38.6
DET	DET @ ORL	01/28/2022	L	48	102.0	117.8	-15.8	71.9	2.30	16.5	26.8	71.4	45.9	9.9	42.5	49.9	101.00	39.9
MIL	MIL vs. NYK	01/28/2022	W	48	121.8	106.9	14.9	65.9	2.08	18.9	29.4	76.0	52.5	12.9	53.9	59.9	101.00	58.0
NOP	NOP vs. DEN	01/28/2022	L	48	101.9	112.6	-10.7	65.7	1.77	16.1	32.7	71.4	49.5	12.6	41.7	50.2	103.00	45.6
MIA	MIA vs. LAC	01/28/2022	W	48	117.5	110.7	6.8	70.0	1.56	19.2	32.6	70.2	53.4	17.5	55.9	62.4	103.00	58.0
MIN	MIN @ PHX	01/28/2022	L	48	122.8	132.7	-9.9	45.5	2.86	15.4	18.4	71.7	44.2	6.9	56.7	60.9	101.00	43.5
OKC	OKC vs. IND	01/28/2022	L	53	101.9	104.6	-2.8	51.2	1.57	15.6	20.0	58.6	39.8	13.0	52.6	53.7	97.81	47.9
UTA	UTA @ MEM	01/28/2022	L	48	110.1	117.8	-7.7	54.1	1.11	15.3	24.5	74.4	46.6	18.2	53.5	57.8	100.00	41.9
CHA	CHA vs. LAL	01/28/2022	W	48	121.9	117.5	4.3	58.1	2.08	18.8	26.7	70.7	51.5	12.5	58.4	61.4	96.50	55.5
ORL	ORL vs. DET	01/28/2022	W	48	117.8	102.0	15.8	68.3	1.65	19.9	28.6	73.2	54.1	16.8	56.6	63.0	101.00	60.1
DEN	DEN @ NOP	01/28/2022	W	48	112.6	101.9	10.7	70.7	1.38	20.1	28.6	67.3	50.5	20.4	57.3	62.4	103.00	54.4
LAL	LAL @ CHA	01/28/2022	L	48	117.5	121.9	-4.3	50.0	2.71	14.4	29.3	73.3	48.5	7.2	50.0	54.2	96.50	44.5
NYK	NYK @ MIL	01/28/2022	L	48	106.9	121.8	-14.9	53.8	1.50	15.7	24.0	70.6	47.5	13.9	54.8	56.1	101.00	42.0
HOU	HOU vs. POR	01/28/2022	L	48	107.8	122.5	-14.7	65.8	1.32	18.4	23.3	89.7	54.9	18.6	54.4	59.4	102.00	44.5
CHI	CHI @ SAS	01/28/2022	L	48	120.8	131.0	-10.2	47.8	3.67	16.9	16.3	76.1	47.2	5.9	56.8	61.3	100.50	46.3
ATL	ATL vs. BOS	01/28/2022	W	48	110.2	93.9	16.3	46.3	1.58	14.5	26.9	67.9	48.1	12.2	52.8	55.2	98.00	61.4
LAC	LAC @ MIA	01/28/2022	L	48	110.7	117.5	-6.8	53.7	1.69	15.6	29.8	67.4	46.6	12.6	49.5	53.7	103.00	42.0
SAS	SAS vs. CHI	01/28/2022	W	48	131.0	120.8	10.2	70.0	5.00	24.1	23.9	83.7	52.8	7.0	61.1	63.6	100.50	53.7
POR	POR @ HOU	01/28/2022	W	48	122.5	107.8	14.7	43.5	1.33	15.9	10.3	76.7	45.1	14.7	67.3	69.6	102.00	55.5
PHX	PHX vs. MIN	01/28/2022	W	48	132.7	122.8	9.9	83.7	3.00	24.0	28.3	81.6	55.8	11.9	63.1	66.8	101.00	56.5
GSW	GSW vs. MIN	01/27/2022	W	48	119.2	111.7	7.6	70.5	1.63	21.4	23.8	74.5	52.6	18.3	66.5	68.0	103.50	54.2
PHI	PHI vs. LAL	01/27/2022	W	48	105.0	88.8	16.2	73.2	2.00	21.6	21.4	75.0	51.1	15.0	57.9	58.7	99.00	61.4
MIN	MIN @ GSW	01/27/2022	L	48	111.7	119.2	-7.6	52.4	2.44	15.8	25.5	76.2	47.4	8.7	49.5	53.8	103.50	45.8
LAL	LAL @ PHI	01/27/2022	L	48	88.8	105.0	-16.2	52.8	1.00	14.6	25.0	78.6	48.9	19.4	44.3	47.3	99.00	38.6
NYK	NYK @ MIA	01/26/2022	L	48	101.1	118.3	-17.2	68.6	1.33	17.8	32.0	74.4	50.6	18.9	51.2	53.1	94.00	41.2
UTA	UTA vs. PHX	01/26/2022	L	48	104.3	112.9	-8.6	58.8	1.25	15.9	28.0	72.7	48.9	17.2	50.6	54.4	93.00	42.5
BKN	BKN vs. DEN	01/26/2022	L	48	116.8	122.8	-5.9	60.5	2.17	19.1	18.8	69.4	44.3	11.9	55.7	59.3	101.00	45.3
SAC	SAC @ ATL	01/26/2022	L	48	104.0	121.0	-17.0	59.0	1.92	16.8	24.1	81.4	48.5	12.0	48.4	51.3	100.00	37.9
PHX	PHX @ UTA	01/26/2022	W	48	112.9	104.3	8.6	35.0	1.56	11.9	27.3	72.0	51.1	9.7	53.0	55.9	93.00	57.5
TOR	TOR @ CHI	01/26/2022	L	48	114.1	118.1	-4.0	63.2	2.00	19.0	20.8	65.9	41.6	13.0	55.7	57.5	93.00	45.4
CLE	CLE vs. MIL	01/26/2022	W	48	119.8	104.2	15.6	65.9	2.08	19.7	29.2	68.2	47.8	13.5	58.0	60.9	95.50	56.8
DEN	DEN @ BKN	01/26/2022	W	48	122.8	116.8	5.9	64.3	2.08	18.9	30.6	81.3	55.7	12.9	55.6	61.5	101.00	54.7
POR	POR vs. DAL	01/26/2022	L	48	115.5	133.3	-17.9	64.3	3.00	20.9	10.9	80.0	45.1	9.3	59.8	60.8	98.00	41.6
CHI	CHI vs. TOR	01/26/2022	W	48	118.1	114.1	4.0	69.6	2.13	23.2	34.1	79.2	58.4	16.0	58.9	61.0	93.00	54.6
IND	IND vs. CHA	01/26/2022	L	48	117.8	147.7	-29.9	75.0	1.65	20.5	42.3	66.7	53.2	18.7	53.3	58.9	107.00	39.2
MIL	MIL @ CLE	01/26/2022	L	48	104.2	119.8	-15.6	59.5	1.16	16.9	31.8	70.8	52.2	20.0	51.9	56.3	95.50	43.2
ATL	ATL vs. SAC	01/26/2022	W	48	121.0	104.0	17.0	60.4	3.22	21.2	18.6	75.9	51.5	9.0	60.0	62.1	100.00	62.1
SAS	SAS vs. MEM	01/26/2022	L	48	111.1	116.8	-5.7	69.8	2.31	20.5	34.6	63.0	48.0	13.1	50.5	53.7	100.00	46.8
CHA	CHA @ IND	01/26/2022	W	48	147.7	117.8	29.9	68.5	2.85	23.6	33.3	57.7	46.8	12.1	71.0	73.5	107.00	60.8
ORL	ORL vs. LAC	01/26/2022	L	48	102.0	111.0	-9.0	76.3	2.23	21.2	16.3	75.6	44.7	13.0	50.6	54.4	100.00	47.6
MEM	MEM @ SAS	01/26/2022	W	48	116.8	111.1	5.7	52.2	1.85	17.0	37.0	65.4	52.0	12.9	55.0	58.2	100.00	53.2
LAC	LAC @ ORL	01/26/2022	W	48	111.0	102.0	9.0	55.6	1.33	15.4	24.4	83.7	55.3	15.0	53.7	59.8	100.00	52.4
MIA	MIA vs. NYK	01/26/2022	W	48	118.3	101.1	17.2	81.1	1.50	22.6	25.6	68.0	49.4	21.5	60.8	65.7	94.00	58.8
DAL	DAL @ POR	01/26/2022	W	48	133.3	115.5	17.9	72.9	3.89	24.6	20.0	89.1	54.9	9.1	63.6	66.4	98.00	58.4
BKN	BKN vs. LAL	01/25/2022	L	48	101.1	111.6	-10.5	54.1	1.05	14.6	40.0	80.9	58.8	20.0	46.0	49.1	95.00	43.8
DEN	DEN @ DET	01/25/2022	W	48	107.8	102.9	4.9	69.4	1.00	16.8	43.1	78.9	62.0	24.5	49.4	56.3	102.00	53.2
CHA	CHA @ TOR	01/25/2022	L	48	113.0	126.3	-13.3	62.5	2.08	18.4	22.9	69.8	45.1	12.0	54.9	58.8	99.50	45.2
WAS	WAS vs. LAC	01/25/2022	L	48	108.5	108.4	0.1	67.6	1.32	17.5	24.5	74.1	51.4	17.9	51.9	58.9	106.50	50.8
GSW	GSW vs. DAL	01/25/2022	W	48	131.3	92.9	38.4	63.3	2.21	21.5	31.8	78.0	58.3	14.1	62.5	65.1	99.00	68.4
LAC	LAC @ WAS	01/25/2022	W	48	108.4	108.5	-0.1	71.8	2.33	18.8	25.9	75.5	48.6	11.2	47.3	53.9	106.50	49.2
MIN	MIN @ POR	01/25/2022	W	48	107.9	104.9	3.0	58.3	1.24	15.7	26.0	69.0	49.1	16.8	52.4	57.0	101.50	53.9
NOP	NOP @ PHI	01/25/2022	L	48	117.6	127.2	-9.6	65.0	3.25	20.2	26.7	60.9	44.0	8.8	53.6	56.6	91.50	45.7
PHI	PHI vs. NOP	01/25/2022	W	48	127.2	117.6	9.6	66.7	2.36	19.1	39.1	73.3	56.0	12.0	52.4	59.9	91.50	54.3
SAC	SAC @ BOS	01/25/2022	L	48	77.3	133.3	-56.0	51.7	1.25	11.6	27.5	59.6	41.3	12.4	33.7	36.9	96.50	21.9
DET	DET vs. DEN	01/25/2022	L	48	102.9	107.8	-4.9	61.0	2.78	18.0	21.1	56.9	38.0	8.8	48.5	50.9	102.00	46.8
TOR	TOR vs. CHA	01/25/2022	W	48	126.3	113.0	13.3	62.8	1.59	19.4	30.2	77.1	54.9	17.2	62.2	66.0	99.50	54.8
POR	POR vs. MIN	01/25/2022	L	48	104.9	107.9	-3.0	70.3	1.86	17.8	31.0	74.0	50.9	13.7	47.9	52.0	101.50	46.1
HOU	HOU vs. SAS	01/25/2022	L	48	100.0	127.6	-27.6	53.8	1.24	14.6	33.3	67.4	47.6	16.3	45.8	49.1	104.50	34.4
BOS	BOS vs. SAC	01/25/2022	W	48	133.3	77.3	56.0	62.7	2.91	21.5	40.4	72.5	58.7	11.5	59.2	60.3	96.50	78.1
LAL	LAL @ BKN	01/25/2022	W	48	111.6	101.1	10.5	54.8	2.30	18.3	19.1	60.0	41.2	10.5	53.9	56.7	95.00	56.2
DAL	DAL @ GSW	01/25/2022	L	48	92.9	131.3	-38.4	53.1	1.55	13.2	22.0	68.2	41.7	11.1	40.7	46.5	99.00	31.6
SAS	SAS @ HOU	01/25/2022	W	48	127.6	100.0	27.6	65.5	2.92	24.4	32.6	66.7	52.4	12.4	63.4	64.6	104.50	65.6
UTA	UTA @ PHX	01/24/2022	L	48	111.2	117.3	-6.1	40.0	1.14	13.0	20.5	57.1	41.0	14.3	58.0	60.1	98.00	46.9
