TEAM	MATCH_UP	GAME_DATE	W_L	MIN	PTS	FGM	FGA	FG	3PM	3PA	3P	FTM	FTA	FT	OREB	DREB	REB	AST	TOV	STL	BLK	PF	+/-
CHA	CHA vs. MEM	02/12/2022	L	48	118	39	97	40.2	14	45	31.1	26	33	78.8	18	35	53	28	17	7	6	29	-7
POR	POR vs. NYK	02/12/2022	W	48	112	40	84	47.6	15	40	37.5	17	20	85.0	9	42	51	29	17	3	2	26	9
CHI	CHI vs. OKC	02/12/2022	W	48	106	40	89	44.9	7	25	28.0	19	23	82.6	11	46	57	20	13	6	3	19	5
GSW	GSW vs. LAL	02/12/2022	W	48	117	40	90	44.4	12	38	31.6	25	34	73.5	10	40	50	24	9	4	3	24	2
CLE	CLE @ PHI	02/12/2022	L	48	93	36	77	46.8	8	24	33.3	13	15	86.7	5	29	34	21	17	3	3	16	-10
MEM	MEM @ CHA	02/12/2022	W	48	125	47	96	49.0	11	33	33.3	20	33	60.6	16	41	57	31	17	11	8	26	7
LAC	LAC @ DAL	02/12/2022	W	48	99	43	82	52.4	7	22	31.8	6	11	54.5	6	36	42	23	14	7	4	20	2
TOR	TOR vs. DEN	02/12/2022	L	48	109	43	88	48.9	12	34	35.3	11	17	64.7	8	27	35	22	7	11	1	19	-1
MIA	MIA vs. BKN	02/12/2022	W	48	115	41	82	50.0	10	29	34.5	23	29	79.3	10	42	52	20	15	6	1	21	4
OKC	OKC @ CHI	02/12/2022	L	48	101	34	88	38.6	11	36	30.6	22	30	73.3	7	36	43	22	8	8	10	15	-5
CLE	CLE @ IND	02/11/2022	W	48	120	43	81	53.1	9	24	37.5	25	30	83.3	6	26	32	20	13	12	7	16	7
DET	DET vs. CHA	02/11/2022	L	48	119	48	102	47.1	12	35	34.3	11	18	61.1	16	29	45	32	18	10	6	20	-22
ORL	ORL @ UTA	02/11/2022	L	48	99	37	84	44.0	13	35	37.1	12	16	75.0	9	31	40	23	18	12	5	15	-15
MIN	MIN @ CHI	02/11/2022	L	48	122	48	96	50.0	13	40	32.5	13	16	81.3	7	25	32	32	9	7	4	12	-12
OKC	OKC @ PHI	02/11/2022	L	48	87	35	90	38.9	6	35	17.1	11	12	91.7	11	41	52	21	16	6	8	21	-13
DEN	DEN @ BOS	02/11/2022	L	48	102	39	90	43.3	11	44	25.0	13	18	72.2	12	40	52	23	21	7	6	22	-6
CHA	CHA @ DET	02/11/2022	W	48	141	54	97	55.7	18	42	42.9	15	23	65.2	15	36	51	36	18	13	2	22	22
PHI	PHI vs. OKC	02/11/2022	W	48	100	36	93	38.7	7	26	26.9	21	26	80.8	15	40	55	19	11	7	10	16	13
BOS	BOS vs. DEN	02/11/2022	W	48	108	38	96	39.6	10	37	27.0	22	30	73.3	18	36	54	24	12	13	8	20	6
UTA	UTA vs. ORL	02/11/2022	W	48	114	40	89	44.9	13	41	31.7	21	24	87.5	11	39	50	22	16	15	5	14	15
IND	IND vs. CLE	02/11/2022	L	48	113	42	89	47.2	18	38	47.4	11	16	68.8	9	29	38	25	23	9	4	25	-7
CHI	CHI vs. MIN	02/11/2022	W	48	134	55	87	63.2	14	31	45.2	10	13	76.9	6	37	43	32	15	6	3	15	12
SAS	SAS @ ATL	02/11/2022	W	48	136	50	90	55.6	18	32	56.3	18	21	85.7	5	36	41	37	14	11	4	21	15
ATL	ATL vs. SAS	02/11/2022	L	48	121	47	103	45.6	14	43	32.6	13	15	86.7	17	32	49	28	14	10	5	18	-15
TOR	TOR @ HOU	02/10/2022	W	48	139	53	97	54.6	15	39	38.5	18	22	81.8	14	23	37	25	12	12	3	28	19
MIA	MIA @ NOP	02/10/2022	W	48	112	39	81	48.1	10	32	31.3	24	28	85.7	11	32	43	25	14	12	4	19	15
DET	DET vs. MEM	02/10/2022	L	48	107	41	94	43.6	7	35	20.0	18	21	85.7	10	30	40	27	10	4	7	29	-25
DAL	DAL vs. LAC	02/10/2022	W	48	112	38	78	48.7	13	39	33.3	23	27	85.2	8	33	41	19	14	4	3	23	7
GSW	GSW vs. NYK	02/10/2022	L	48	114	42	91	46.2	15	45	33.3	15	17	88.2	5	33	38	27	8	4	5	24	-2
MEM	MEM @ DET	02/10/2022	W	48	132	44	92	47.8	15	30	50.0	29	42	69.0	18	42	60	32	13	6	4	23	25
BKN	BKN @ WAS	02/10/2022	L	48	112	39	84	46.4	10	29	34.5	24	28	85.7	12	30	42	19	10	6	3	21	-1
MIL	MIL @ PHX	02/10/2022	L	48	107	40	88	45.5	10	38	26.3	17	25	68.0	11	28	39	18	14	6	4	22	-24
HOU	HOU vs. TOR	02/10/2022	L	48	120	43	82	52.4	16	38	42.1	18	30	60.0	13	28	41	25	21	5	4	20	-19
WAS	WAS vs. BKN	02/10/2022	W	48	113	43	85	50.6	11	31	35.5	16	18	88.9	10	31	41	29	12	7	5	23	1
NYK	NYK @ GSW	02/10/2022	W	48	116	39	90	43.3	14	36	38.9	24	33	72.7	16	35	51	24	15	3	3	18	2
PHX	PHX vs. MIL	02/10/2022	W	48	131	51	90	56.7	9	30	30.0	20	29	69.0	9	34	43	35	8	10	2	22	24
NOP	NOP vs. MIA	02/10/2022	L	48	97	36	85	42.4	11	41	26.8	14	16	87.5	12	27	39	19	17	8	6	23	-15
LAC	LAC @ DAL	02/10/2022	L	48	105	39	81	48.1	9	23	39.1	18	25	72.0	4	27	31	24	10	9	2	25	-7
UTA	UTA vs. GSW	02/09/2022	W	48	111	41	89	46.1	17	51	33.3	12	17	70.6	11	41	52	26	12	3	9	16	26
MIN	MIN @ SAC	02/09/2022	L	48	119	44	98	44.9	16	46	34.8	15	18	83.3	6	28	34	28	10	4	6	21	-13
CLE	CLE vs. SAS	02/09/2022	W	48	105	39	82	47.6	9	21	42.9	18	24	75.0	10	41	51	18	15	8	2	12	13
POR	POR vs. LAL	02/09/2022	W	48	107	42	89	47.2	10	32	31.3	13	16	81.3	11	30	41	26	11	15	3	15	2
SAC	SAC vs. MIN	02/09/2022	W	48	132	48	93	51.6	12	30	40.0	24	27	88.9	11	40	51	32	14	4	7	19	13
GSW	GSW @ UTA	02/09/2022	L	48	85	28	78	35.9	16	43	37.2	13	17	76.5	3	32	35	17	13	8	3	19	-26
OKC	OKC vs. TOR	02/09/2022	L	48	98	36	87	41.4	14	47	29.8	12	14	85.7	14	31	45	28	18	11	4	17	-19
CHA	CHA vs. CHI	02/09/2022	L	48	109	40	93	43.0	13	43	30.2	16	23	69.6	11	32	43	26	9	7	1	16	-12
SAS	SAS @ CLE	02/09/2022	L	48	92	38	99	38.4	8	33	24.2	8	11	72.7	15	31	46	24	13	8	4	17	-13
LAL	LAL @ POR	02/09/2022	L	48	105	41	74	55.4	17	37	45.9	6	13	46.2	3	35	38	29	21	7	7	15	-2
TOR	TOR @ OKC	02/09/2022	W	48	117	45	88	51.1	13	35	37.1	14	14	100	10	35	45	22	16	9	4	16	19
CHI	CHI @ CHA	02/09/2022	W	48	121	46	82	56.1	16	33	48.5	13	19	68.4	5	35	40	27	14	4	5	17	12
PHI	PHI vs. PHX	02/08/2022	L	48	109	41	89	46.1	10	32	31.3	17	18	94.4	6	38	44	24	15	7	4	22	-5
DET	DET @ DAL	02/08/2022	L	48	86	33	87	37.9	5	30	16.7	15	22	68.2	13	32	45	20	15	5	2	24	-30
ORL	ORL @ POR	02/08/2022	W	48	113	44	90	48.9	19	38	50.0	6	8	75.0	10	40	50	34	15	8	7	18	18
NOP	NOP vs. HOU	02/08/2022	W	48	110	42	80	52.5	8	32	25.0	18	20	90.0	8	35	43	27	19	10	10	29	13
DEN	DEN vs. NYK	02/08/2022	W	48	132	46	85	54.1	16	39	41.0	24	31	77.4	12	40	52	31	13	5	1	18	17
PHX	PHX @ PHI	02/08/2022	W	48	114	43	95	45.3	6	26	23.1	22	24	91.7	11	37	48	27	8	7	5	15	5
LAC	LAC @ MEM	02/08/2022	L	48	109	40	89	44.9	11	31	35.5	18	24	75.0	11	29	40	25	17	8	7	17	-26
HOU	HOU @ NOP	02/08/2022	L	48	97	32	86	37.2	13	42	31.0	20	31	64.5	18	29	47	19	21	8	3	23	-13
MIL	MIL @ LAL	02/08/2022	W	48	131	52	96	54.2	15	36	41.7	12	20	60.0	11	31	42	31	12	10	4	24	15
LAL	LAL vs. MIL	02/08/2022	L	48	116	44	85	51.8	10	32	31.3	18	30	60.0	12	29	41	28	16	7	6	20	-15
SAC	SAC vs. MIN	02/08/2022	L	48	114	41	83	49.4	9	25	36.0	23	26	88.5	5	33	38	29	19	4	3	20	-20
ATL	ATL vs. IND	02/08/2022	W	48	133	52	90	57.8	17	33	51.5	12	16	75.0	10	33	43	36	16	8	7	26	21
BOS	BOS @ BKN	02/08/2022	W	48	126	50	91	54.9	14	40	35.0	12	16	75.0	11	41	52	32	14	6	8	14	35
MIN	MIN @ SAC	02/08/2022	W	48	134	50	104	48.1	22	44	50.0	12	17	70.6	16	33	49	34	14	10	4	24	20
NYK	NYK @ DEN	02/08/2022	L	48	115	45	101	44.6	15	43	34.9	10	12	83.3	14	27	41	25	9	9	3	25	-17
POR	POR vs. ORL	02/08/2022	L	48	95	32	91	35.2	11	38	28.9	20	26	76.9	17	33	50	21	13	9	5	12	-18
IND	IND @ ATL	02/08/2022	L	48	112	37	93	39.8	10	31	32.3	28	33	84.8	18	25	43	22	13	10	4	16	-21
BKN	BKN vs. BOS	02/08/2022	L	48	91	38	99	38.4	10	36	27.8	5	13	38.5	15	25	40	22	14	6	4	18	-35
DAL	DAL vs. DET	02/08/2022	W	48	116	40	79	50.6	18	36	50.0	18	23	78.3	6	41	47	24	13	10	5	18	30
MEM	MEM vs. LAC	02/08/2022	W	48	135	53	103	51.5	9	26	34.6	20	25	80.0	21	34	55	26	13	12	6	18	26
OKC	OKC vs. GSW	02/07/2022	L	48	98	37	90	41.1	11	36	30.6	13	17	76.5	18	32	50	21	18	8	2	14	-12
CHI	CHI vs. PHX	02/07/2022	L	48	124	43	90	47.8	10	26	38.5	28	31	90.3	11	29	40	18	9	7	2	18	-3
MIA	MIA @ WAS	02/07/2022	W	48	121	43	76	56.6	18	32	56.3	17	21	81.0	5	32	37	29	19	9	1	23	21
UTA	UTA vs. NYK	02/07/2022	W	48	113	39	93	41.9	12	48	25.0	23	27	85.2	14	35	49	19	12	6	6	26	9
WAS	WAS vs. MIA	02/07/2022	L	48	100	36	80	45.0	7	31	22.6	21	23	91.3	7	26	33	25	17	10	0	18	-21
PHX	PHX @ CHI	02/07/2022	W	48	127	49	90	54.4	12	32	37.5	17	19	89.5	10	34	44	31	11	5	5	23	3
GSW	GSW @ OKC	02/07/2022	W	48	110	41	82	50.0	15	43	34.9	13	17	76.5	6	34	40	30	15	12	3	19	12
NYK	NYK @ UTA	02/07/2022	L	48	104	36	95	37.9	8	33	24.2	24	35	68.6	20	36	56	18	16	8	3	23	-9
CHA	CHA vs. TOR	02/07/2022	L	48	101	39	95	41.1	9	40	22.5	14	16	87.5	9	29	38	28	13	11	4	19	-15
TOR	TOR @ CHA	02/07/2022	W	48	116	41	84	48.8	15	35	42.9	19	29	65.5	14	37	51	21	18	9	5	20	15
IND	IND @ CLE	02/06/2022	L	48	85	31	83	37.3	8	31	25.8	15	17	88.2	13	34	47	17	19	5	2	26	-13
DET	DET @ MIN	02/06/2022	L	48	105	40	95	42.1	12	32	37.5	13	19	68.4	14	33	47	28	11	6	9	22	-13
BOS	BOS @ ORL	02/06/2022	W	48	116	45	99	45.5	13	46	28.3	13	14	92.9	16	39	55	29	16	9	6	17	33
LAC	LAC vs. MIL	02/06/2022	L	48	113	40	96	41.7	18	46	39.1	15	16	93.8	10	34	44	26	10	6	2	20	-24
PHI	PHI @ CHI	02/06/2022	W	48	119	45	84	53.6	12	24	50.0	17	21	81.0	4	34	38	29	11	5	5	17	11
MIL	MIL @ LAC	02/06/2022	W	48	137	48	88	54.5	19	38	50.0	22	27	81.5	7	43	50	28	10	6	4	15	24
ORL	ORL vs. BOS	02/06/2022	L	48	83	29	81	35.8	5	26	19.2	20	21	95.2	8	32	40	17	19	8	5	16	-33
NOP	NOP @ HOU	02/06/2022	W	48	120	41	77	53.2	12	29	41.4	26	36	72.2	5	28	33	29	13	12	4	23	13
BKN	BKN @ DEN	02/06/2022	L	48	104	36	87	41.4	16	41	39.0	16	22	72.7	8	28	36	24	10	8	9	19	-20
MIN	MIN vs. DET	02/06/2022	W	48	118	42	91	46.2	17	36	47.2	17	21	81.0	11	40	51	27	10	6	7	19	13
HOU	HOU vs. NOP	02/06/2022	L	48	107	40	84	47.6	16	45	35.6	11	16	68.8	5	28	33	28	18	5	7	23	-13
CHI	CHI vs. PHI	02/06/2022	L	48	108	39	81	48.1	7	26	26.9	23	26	88.5	6	32	38	21	8	3	4	19	-11
CLE	CLE vs. IND	02/06/2022	W	48	98	34	84	40.5	11	32	34.4	19	28	67.9	16	34	50	25	11	9	5	22	13
ATL	ATL @ DAL	02/06/2022	L	48	94	37	95	38.9	5	25	20.0	15	16	93.8	15	35	50	21	12	7	4	18	-9
DEN	DEN vs. BKN	02/06/2022	W	48	124	49	94	52.1	10	32	31.3	16	21	76.2	11	44	55	37	11	7	2	20	20
DAL	DAL vs. ATL	02/06/2022	W	48	103	38	88	43.2	16	36	44.4	11	13	84.6	12	36	48	25	16	8	5	25	9
PHX	PHX @ WAS	02/05/2022	W	48	95	40	99	40.4	8	31	25.8	7	14	50.0	20	44	64	26	10	6	7	16	15
CHA	CHA vs. MIA	02/05/2022	L	48	86	33	86	38.4	10	36	27.8	10	16	62.5	12	38	50	23	20	4	5	19	-18
LAL	LAL vs. NYK	02/05/2022	W	53	122	48	102	47.1	9	34	26.5	17	28	60.7	14	43	57	29	13	8	7	23	7
MEM	MEM @ ORL	02/05/2022	W	48	135	53	105	50.5	13	39	33.3	16	22	72.7	16	46	62	33	8	6	5	21	20
WAS	WAS vs. PHX	02/05/2022	L	48	80	30	85	35.3	5	24	20.8	15	19	78.9	8	34	42	14	9	8	4	17	-15
NYK	NYK @ LAL	02/05/2022	L	53	115	39	98	39.8	11	38	28.9	26	36	72.2	15	41	56	24	14	8	4	26	-7
OKC	OKC @ SAC	02/05/2022	L	48	103	42	87	48.3	9	30	30.0	10	16	62.5	7	34	41	23	14	8	1	16	-10
SAC	SAC vs. OKC	02/05/2022	W	48	113	43	83	51.8	12	32	37.5	15	22	68.2	7	40	47	30	16	13	4	15	10
ORL	ORL vs. MEM	02/05/2022	L	48	115	39	90	43.3	17	48	35.4	20	29	69.0	7	31	38	27	9	2	2	20	-20
MIA	MIA @ CHA	02/05/2022	W	48	104	38	91	41.8	11	32	34.4	17	18	94.4	11	38	49	27	12	14	6	17	18
POR	POR vs. MIL	02/05/2022	L	48	108	41	85	48.2	14	45	31.1	12	21	57.1	9	29	38	25	16	6	6	18	-29
MIL	MIL @ POR	02/05/2022	W	48	137	49	92	53.3	23	50	46.0	16	22	72.7	10	34	44	36	10	9	6	18	29
ATL	ATL @ TOR	02/04/2022	L	48	114	43	93	46.2	9	29	31.0	19	21	90.5	13	27	40	27	9	12	4	16	-11
PHI	PHI @ DAL	02/04/2022	L	48	98	36	70	51.4	9	27	33.3	17	23	73.9	6	30	36	23	14	5	5	22	-9
TOR	TOR vs. ATL	02/04/2022	W	48	125	46	81	56.8	17	27	63.0	16	18	88.9	8	37	45	29	17	7	4	18	11
BOS	BOS @ DET	02/04/2022	W	48	102	37	82	45.1	9	28	32.1	19	25	76.0	11	44	55	23	14	4	9	17	9
DET	DET vs. BOS	02/04/2022	L	48	93	34	104	32.7	10	26	38.5	15	20	75.0	20	36	56	18	11	5	4	24	-9
POR	POR vs. OKC	02/04/2022	L	48	93	40	101	39.6	6	33	18.2	7	10	70.0	17	36	53	18	12	7	4	18	-3
IND	IND vs. CHI	02/04/2022	L	48	115	47	95	49.5	12	27	44.4	9	9	100	10	27	37	25	13	3	3	19	-7
SAS	SAS vs. HOU	02/04/2022	W	48	131	51	89	57.3	13	28	46.4	16	20	80.0	11	33	44	33	13	14	5	25	25
OKC	OKC @ POR	02/04/2022	W	48	96	33	87	37.9	15	42	35.7	15	21	71.4	13	39	52	24	15	5	6	18	3
DEN	DEN vs. NOP	02/04/2022	L	48	105	35	78	44.9	19	41	46.3	16	17	94.1	7	24	31	22	15	9	4	20	-8
DAL	DAL vs. PHI	02/04/2022	W	48	107	39	85	45.9	10	34	29.4	19	23	82.6	11	29	40	22	11	8	0	18	9
CHA	CHA vs. CLE	02/04/2022	L	48	101	38	92	41.3	14	43	32.6	11	12	91.7	15	37	52	27	14	9	2	22	-1
HOU	HOU @ SAS	02/04/2022	L	48	106	36	83	43.4	11	33	33.3	23	29	79.3	9	26	35	15	19	9	6	20	-25
BKN	BKN @ UTA	02/04/2022	L	48	102	41	99	41.4	12	34	35.3	8	11	72.7	16	26	42	25	10	10	2	12	-23
NOP	NOP @ DEN	02/04/2022	W	48	113	42	75	56.0	8	25	32.0	21	23	91.3	5	33	38	27	15	8	5	18	8
CHI	CHI @ IND	02/04/2022	W	48	122	49	90	54.4	6	26	23.1	18	23	78.3	10	33	43	30	9	5	6	17	7
CLE	CLE @ CHA	02/04/2022	W	48	102	36	90	40.0	14	35	40.0	16	20	80.0	15	36	51	26	12	7	0	17	1
UTA	UTA vs. BKN	02/04/2022	W	48	125	48	85	56.5	17	38	44.7	12	14	85.7	9	41	50	33	18	7	5	16	23
CHI	CHI @ TOR	02/03/2022	L	53	120	43	90	47.8	12	29	41.4	22	24	91.7	10	41	51	30	17	8	7	19	-7
MIA	MIA @ SAS	02/03/2022	W	48	112	42	83	50.6	12	30	40.0	16	18	88.9	7	35	42	27	14	13	3	27	17
PHX	PHX @ ATL	02/03/2022	L	48	115	46	88	52.3	9	32	28.1	14	18	77.8	6	33	39	30	11	11	2	20	-9
TOR	TOR vs. CHI	02/03/2022	W	53	127	48	113	42.5	14	36	38.9	17	19	89.5	22	36	58	30	12	10	5	17	7
SAC	SAC @ GSW	02/03/2022	L	48	114	42	80	52.5	11	31	35.5	19	23	82.6	5	20	25	29	16	13	3	16	-12
LAL	LAL @ LAC	02/03/2022	L	48	110	41	88	46.6	11	29	37.9	17	25	68.0	11	33	44	19	11	6	6	13	-1
MIN	MIN @ DET	02/03/2022	W	48	128	44	87	50.6	15	34	44.1	25	28	89.3	9	33	42	29	14	11	3	18	11
LAC	LAC vs. LAL	02/03/2022	W	48	111	46	89	51.7	13	30	43.3	6	11	54.5	7	36	43	29	10	5	6	22	1
SAS	SAS vs. MIA	02/03/2022	L	48	95	30	80	37.5	8	33	24.2	27	38	71.1	12	31	43	21	17	9	5	19	-17
GSW	GSW vs. SAC	02/03/2022	W	48	126	47	84	56.0	20	42	47.6	12	16	75.0	9	31	40	27	16	11	3	19	12
ATL	ATL vs. PHX	02/03/2022	W	48	124	44	84	52.4	20	40	50.0	16	22	72.7	6	35	41	25	15	6	1	21	9
DET	DET vs. MIN	02/03/2022	L	48	117	40	91	44.0	15	46	32.6	22	28	78.6	13	32	45	27	16	3	6	24	-11
DEN	DEN @ UTA	02/02/2022	L	48	104	42	79	53.2	11	28	39.3	9	12	75.0	7	32	39	24	14	5	7	20	-4
SAC	SAC vs. BKN	02/02/2022	W	48	112	41	93	44.1	14	42	33.3	16	18	88.9	15	33	48	23	14	8	7	15	11
HOU	HOU vs. CLE	02/02/2022	W	48	115	39	82	47.6	14	40	35.0	23	33	69.7	8	29	37	25	12	11	3	23	11
LAL	LAL vs. POR	02/02/2022	W	48	99	33	78	42.3	11	30	36.7	22	33	66.7	12	41	53	25	17	8	7	18	5
ORL	ORL @ IND	02/02/2022	W	48	119	42	95	44.2	11	35	31.4	24	26	92.3	9	43	52	29	12	5	3	21	1
UTA	UTA vs. DEN	02/02/2022	W	48	108	42	86	48.8	7	29	24.1	17	22	77.3	8	29	37	21	8	8	4	12	4
IND	IND vs. ORL	02/02/2022	L	48	118	44	98	44.9	14	32	43.8	16	23	69.6	7	39	46	25	8	7	1	19	-1
WAS	WAS @ PHI	02/02/2022	W	48	106	41	90	45.6	9	22	40.9	15	19	78.9	15	37	52	25	10	1	5	14	3
PHI	PHI vs. WAS	02/02/2022	L	48	103	41	91	45.1	11	27	40.7	10	13	76.9	10	31	41	23	4	2	4	20	-3
DAL	DAL vs. OKC	02/02/2022	L	53	114	46	98	46.9	14	43	32.6	8	10	80.0	13	26	39	28	14	12	8	21	-6
CLE	CLE @ HOU	02/02/2022	L	48	104	41	80	51.3	7	21	33.3	15	27	55.6	12	36	48	23	19	6	4	27	-11
OKC	OKC @ DAL	02/02/2022	W	53	120	41	86	47.7	17	37	45.9	21	25	84.0	14	36	50	25	20	6	8	16	6
BOS	BOS vs. CHA	02/02/2022	W	48	113	42	82	51.2	14	36	38.9	15	17	88.2	6	36	42	31	19	9	5	21	6
MEM	MEM @ NYK	02/02/2022	W	48	120	44	102	43.1	16	39	41.0	16	23	69.6	15	36	51	30	11	11	5	18	12
POR	POR @ LAL	02/02/2022	L	48	94	35	98	35.7	14	42	33.3	10	19	52.6	18	37	55	23	13	11	3	28	-5
BKN	BKN @ SAC	02/02/2022	L	48	101	41	84	48.8	8	25	32.0	11	14	78.6	10	30	40	22	13	7	12	16	-11
CHA	CHA @ BOS	02/02/2022	L	48	107	37	87	42.5	12	40	30.0	21	27	77.8	14	32	46	18	16	12	4	20	-6
NYK	NYK vs. MEM	02/02/2022	L	48	108	38	88	43.2	12	36	33.3	20	26	76.9	13	35	48	23	15	5	10	19	-12
MIL	MIL vs. WAS	02/01/2022	W	48	112	46	92	50.0	12	38	31.6	8	9	88.9	8	36	44	26	9	7	2	17	14
PHX	PHX vs. BKN	02/01/2022	W	48	121	42	76	55.3	11	31	35.5	26	31	83.9	7	30	37	26	16	8	4	19	10
BKN	BKN @ PHX	02/01/2022	L	48	111	40	81	49.4	16	40	40.0	15	21	71.4	6	27	33	25	12	7	1	27	-10
TOR	TOR vs. MIA	02/01/2022	W	48	110	39	81	48.1	12	26	46.2	20	29	69.0	15	28	43	20	15	9	3	24	4
MIN	MIN vs. DEN	02/01/2022	W	48	130	46	93	49.5	19	45	42.2	19	25	76.0	13	39	52	35	10	8	9	21	15
SAS	SAS vs. GSW	02/01/2022	L	48	120	46	83	55.4	16	33	48.5	12	17	70.6	5	29	34	33	14	7	7	17	-4
DET	DET vs. NOP	02/01/2022	L	48	101	41	84	48.8	8	32	25.0	11	14	78.6	6	29	35	21	19	7	3	25	-10
MIA	MIA @ TOR	02/01/2022	L	48	106	38	78	48.7	8	30	26.7	22	25	88.0	10	28	38	26	17	8	1	25	-4
ORL	ORL @ CHI	02/01/2022	L	48	115	46	93	49.5	14	39	35.9	9	11	81.8	3	33	36	33	9	7	4	18	-11
CHI	CHI vs. ORL	02/01/2022	W	48	126	46	90	51.1	11	30	36.7	23	29	79.3	11	38	49	25	10	5	6	15	11
WAS	WAS @ MIL	02/01/2022	L	48	98	36	82	43.9	12	35	34.3	14	20	70.0	7	33	40	22	12	4	5	16	-14
NOP	NOP @ DET	02/01/2022	W	48	111	39	89	43.8	8	28	28.6	25	28	89.3	16	30	46	24	17	8	5	17	10
GSW	GSW @ SAS	02/01/2022	W	48	124	43	96	44.8	20	46	43.5	18	18	100	15	31	46	30	16	10	3	17	4
DEN	DEN @ MIN	02/01/2022	L	48	115	38	89	42.7	14	44	31.8	25	28	89.3	10	36	46	27	12	7	4	17	-15
HOU	HOU vs. GSW	01/31/2022	L	48	108	36	84	42.9	16	43	37.2	20	29	69.0	9	28	37	25	17	4	3	19	-14
PHI	PHI vs. MEM	01/31/2022	W	53	122	49	100	49.0	11	31	35.5	13	15	86.7	14	35	49	30	21	8	12	23	3
CLE	CLE vs. NOP	01/31/2022	W	48	93	36	84	42.9	9	31	29.0	12	14	85.7	7	30	37	26	10	6	9	19	3
LAC	LAC @ IND	01/31/2022	L	48	116	45	96	46.9	15	44	34.1	11	13	84.6	10	31	41	25	10	7	5	15	-6
MEM	MEM @ PHI	01/31/2022	L	53	119	47	102	46.1	6	30	20.0	19	28	67.9	15	33	48	18	14	14	6	15	-3
GSW	GSW @ HOU	01/31/2022	W	48	122	43	80	53.8	17	40	42.5	19	23	82.6	7	34	41	23	15	10	8	24	14
POR	POR @ OKC	01/31/2022	L	48	81	34	81	42.0	7	38	18.4	6	8	75.0	6	35	41	18	15	7	6	20	-17
MIA	MIA @ BOS	01/31/2022	L	48	92	34	87	39.1	17	44	38.6	7	10	70.0	10	28	38	25	19	6	2	22	-30
NYK	NYK vs. SAC	01/31/2022	W	48	116	40	80	50.0	13	35	37.1	23	29	79.3	8	39	47	25	17	12	5	20	20
TOR	TOR @ ATL	01/31/2022	W	48	106	38	89	42.7	18	36	50.0	12	17	70.6	6	37	43	21	8	7	8	15	6
NOP	NOP @ CLE	01/31/2022	L	48	90	33	85	38.8	6	30	20.0	18	21	85.7	16	35	51	26	13	6	8	18	-3
IND	IND vs. LAC	01/31/2022	W	48	122	50	95	52.6	14	29	48.3	8	12	66.7	11	39	50	31	12	3	5	12	6
OKC	OKC vs. POR	01/31/2022	W	48	98	35	86	40.7	12	41	29.3	16	17	94.1	11	39	50	22	13	6	3	13	17
ATL	ATL vs. TOR	01/31/2022	L	48	100	37	81	45.7	12	32	37.5	14	16	87.5	5	41	46	28	15	6	5	20	-6
SAC	SAC @ NYK	01/31/2022	L	48	96	37	86	43.0	11	38	28.9	11	22	50.0	9	27	36	24	16	6	5	23	-20
BOS	BOS vs. MIA	01/31/2022	W	48	122	44	84	52.4	16	42	38.1	18	27	66.7	9	35	44	24	10	9	6	15	30
UTA	UTA @ MIN	01/30/2022	L	48	106	38	81	46.9	15	40	37.5	15	21	71.4	9	29	38	23	20	8	4	24	-20
PHX	PHX vs. SAS	01/30/2022	W	48	115	48	97	49.5	11	32	34.4	8	12	66.7	11	35	46	31	8	6	5	12	5
LAC	LAC @ CHA	01/30/2022	W	48	115	44	84	52.4	11	28	39.3	16	19	84.2	6	54	60	23	18	5	6	23	25
LAL	LAL @ ATL	01/30/2022	L	48	121	47	87	54.0	15	35	42.9	12	23	52.2	6	32	38	29	13	5	2	24	-8
DEN	DEN @ MIL	01/30/2022	W	48	136	53	88	60.2	23	43	53.5	7	10	70.0	6	35	41	39	10	8	3	15	36
ORL	ORL vs. DAL	01/30/2022	W	48	110	43	84	51.2	11	34	32.4	13	16	81.3	9	31	40	26	16	8	1	16	2
SAS	SAS @ PHX	01/30/2022	L	48	110	45	100	45.0	13	37	35.1	7	8	87.5	11	32	43	27	11	6	3	15	-5
ATL	ATL vs. LAL	01/30/2022	W	48	129	49	84	58.3	10	31	32.3	21	32	65.6	8	37	45	31	12	7	0	21	8
MIN	MIN vs. UTA	01/30/2022	W	48	126	49	89	55.1	13	31	41.9	15	18	83.3	10	30	40	35	16	11	2	15	20
POR	POR @ CHI	01/30/2022	L	48	116	43	83	51.8	18	39	46.2	12	16	75.0	5	31	36	23	12	4	3	12	-14
DAL	DAL @ ORL	01/30/2022	L	48	108	39	81	48.1	16	38	42.1	14	18	77.8	7	33	40	22	18	9	4	19	-2
MIL	MIL vs. DEN	01/30/2022	L	48	100	37	78	47.4	10	30	33.3	16	22	72.7	6	26	32	23	15	6	3	10	-36
CHI	CHI vs. POR	01/30/2022	W	48	130	50	90	55.6	13	32	40.6	17	18	94.4	8	36	44	36	7	10	3	16	14
DET	DET vs. CLE	01/30/2022	W	48	115	42	91	46.2	10	26	38.5	21	25	84.0	16	32	48	26	9	7	4	21	10
CHA	CHA vs. LAC	01/30/2022	L	48	90	32	98	32.7	8	34	23.5	18	27	66.7	11	33	44	24	9	8	2	15	-25
CLE	CLE @ DET	01/30/2022	L	48	105	38	82	46.3	13	34	38.2	16	25	64.0	12	29	41	25	13	6	6	20	-10
