TEAM	MATCH UP	GAME DATE	W/L	MIN	EFG%	FTR	TOV%	OREB%	OPPEFG%	OPPFTR	OPPTOV%	OPPOREB%
DET	DET @ WAS	02/14/2022	L	48	42.4	0.318	12.6	27.8	52.4	0.212	15.8	28.3
MIL	MIL vs. POR	02/14/2022	L	48	50.0	0.270	12.1	16.4	54.5	0.192	13.2	28.6
SAC	SAC @ BKN	02/14/2022	L	48	39.4	0.200	17.5	23.0	56.5	0.179	17.5	17.1
LAC	LAC vs. GSW	02/14/2022	W	48	65.3	0.176	12.2	19.5	54.7	0.151	14.4	20.8
NYK	NYK vs. OKC	02/14/2022	L	53	48.6	0.204	12.6	35.4	56.8	0.281	10.1	23.1
HOU	HOU @ UTA	02/14/2022	L	48	49.4	0.337	12.6	22.2	65.2	0.247	13.5	42.9
SAS	SAS @ CHI	02/14/2022	L	48	51.1	0.228	6.9	13.7	58.0	0.239	15.5	29.5
TOR	TOR @ NOP	02/14/2022	L	48	34.7	0.326	8.4	36.6	68.8	0.208	15.1	15.6
ATL	ATL @ BOS	02/13/2022	L	48	43.0	0.161	13.1	27.1	48.8	0.318	12.2	23.1
IND	IND vs. MIN	02/13/2022	L	48	50.5	0.216	12.9	46.6	61.9	0.333	14.0	23.3
BOS	BOS vs. ATL	02/13/2022	W	48	48.8	0.318	12.2	23.1	43.0	0.161	13.1	27.1
MIN	MIN @ IND	02/13/2022	W	48	61.9	0.333	14.0	23.3	50.5	0.216	12.9	46.6
ORL	ORL @ PHX	02/12/2022	L	48	51.1	0.276	14.0	14.5	59.5	0.095	6.5	21.2
TOR	TOR vs. DEN	02/12/2022	L	48	55.7	0.193	7.4	20.4	54.8	0.250	18.9	37.0
GSW	GSW vs. LAL	02/12/2022	W	48	51.1	0.378	9.0	26.9	52.8	0.375	9.0	24.1
SAS	SAS @ NOP	02/12/2022	W	48	58.1	0.204	5.2	19.1	55.7	0.230	15.3	31.1
MIA	MIA vs. BKN	02/12/2022	W	48	56.1	0.354	15.0	28.3	51.6	0.237	8.1	19.6
PHI	PHI vs. CLE	02/12/2022	W	48	54.4	0.266	14.0	23.3	51.9	0.195	18.3	20.9
POR	POR vs. NYK	02/12/2022	W	48	56.5	0.238	17.0	26.1	45.7	0.420	13.1	18.9
LAC	LAC @ DAL	02/12/2022	W	48	56.7	0.134	15.1	22.0	50.0	0.224	15.1	28.3
NOP	NOP vs. SAS	02/12/2022	L	48	55.7	0.230	15.3	31.1	58.1	0.204	5.2	19.1
CHA	CHA vs. MEM	02/12/2022	L	48	47.4	0.340	15.6	32.8	54.7	0.344	15.6	33.9
DEN	DEN @ TOR	02/12/2022	W	48	54.8	0.250	18.9	37.0	55.7	0.193	7.4	20.4
PHX	PHX vs. ORL	02/12/2022	W	48	59.5	0.095	6.5	21.2	51.1	0.276	14.0	14.5
SAC	SAC @ WAS	02/12/2022	W	48	64.5	0.382	14.6	22.9	54.0	0.239	10.4	27.5
MEM	MEM @ CHA	02/12/2022	W	48	54.7	0.344	15.6	33.9	47.4	0.340	15.6	32.8
LAL	LAL @ GSW	02/12/2022	L	48	52.8	0.375	9.0	24.1	51.1	0.378	9.0	26.9
CLE	CLE @ PHI	02/12/2022	L	48	51.9	0.195	18.3	20.9	54.4	0.266	14.0	23.3
CHI	CHI vs. OKC	02/12/2022	W	48	48.9	0.258	12.6	26.0	44.9	0.341	7.9	16.9
NYK	NYK @ POR	02/12/2022	L	48	45.7	0.420	13.1	18.9	56.5	0.238	17.0	26.1
WAS	WAS vs. SAC	02/12/2022	L	48	54.0	0.239	10.4	27.5	64.5	0.382	14.6	22.9
OKC	OKC @ CHI	02/12/2022	L	48	44.9	0.341	7.9	16.9	48.9	0.258	12.6	26.0
DAL	DAL vs. LAC	02/12/2022	L	48	50.0	0.224	15.1	28.3	56.7	0.134	15.1	22.0
BKN	BKN @ MIA	02/12/2022	L	48	51.6	0.237	8.1	19.6	56.1	0.354	15.0	28.3
ORL	ORL @ UTA	02/11/2022	L	48	51.8	0.190	18.0	18.8	52.2	0.270	15.8	30.0
OKC	OKC @ PHI	02/11/2022	L	48	42.2	0.133	16.2	28.6	42.5	0.280	11.2	30.0
IND	IND vs. CLE	02/11/2022	L	48	57.3	0.180	23.5	42.9	58.6	0.370	13.0	22.5
CLE	CLE @ IND	02/11/2022	W	48	58.6	0.370	13.0	22.5	57.3	0.180	23.5	42.9
UTA	UTA vs. ORL	02/11/2022	W	48	52.2	0.270	15.8	30.0	51.8	0.190	18.0	18.8
ATL	ATL vs. SAS	02/11/2022	L	48	52.4	0.146	13.1	35.1	65.6	0.233	13.2	19.0
MIN	MIN @ CHI	02/11/2022	L	48	56.8	0.167	8.8	22.0	71.3	0.149	14.6	21.2
CHI	CHI vs. MIN	02/11/2022	W	48	71.3	0.149	14.6	21.2	56.8	0.167	8.8	22.0
SAS	SAS @ ATL	02/11/2022	W	48	65.6	0.233	13.2	19.0	52.4	0.146	13.1	35.1
PHI	PHI vs. OKC	02/11/2022	W	48	42.5	0.280	11.2	30.0	42.2	0.133	16.2	28.6
DET	DET vs. CHA	02/11/2022	L	48	52.9	0.176	16.5	36.2	64.9	0.237	16.5	36.2
CHA	CHA @ DET	02/11/2022	W	48	64.9	0.237	16.5	36.2	52.9	0.176	16.5	36.2
BOS	BOS vs. DEN	02/11/2022	W	48	44.8	0.313	11.5	31.7	49.4	0.200	20.2	31.5
DEN	DEN @ BOS	02/11/2022	L	48	49.4	0.200	20.2	31.5	44.8	0.313	11.5	31.7
NYK	NYK @ GSW	02/10/2022	W	48	51.1	0.367	15.3	40.0	54.4	0.187	8.1	20.4
NOP	NOP vs. MIA	02/10/2022	L	48	48.8	0.188	18.1	32.0	54.3	0.346	14.7	34.1
DET	DET vs. MEM	02/10/2022	L	48	47.3	0.223	9.7	21.8	56.0	0.457	12.5	42.9
DAL	DAL vs. LAC	02/10/2022	W	48	57.1	0.346	14.7	31.0	53.7	0.309	10.8	18.2
MIA	MIA @ NOP	02/10/2022	W	48	54.3	0.346	14.7	34.1	48.8	0.188	18.1	32.0
TOR	TOR @ HOU	02/10/2022	W	48	62.4	0.227	11.7	37.0	62.2	0.366	20.6	36.6
HOU	HOU vs. TOR	02/10/2022	L	48	62.2	0.366	20.6	36.6	62.4	0.227	11.7	37.0
LAC	LAC @ DAL	02/10/2022	L	48	53.7	0.309	10.8	18.2	57.1	0.346	14.7	31.0
MIL	MIL @ PHX	02/10/2022	L	48	51.1	0.284	14.0	28.3	61.7	0.322	8.1	28.6
MEM	MEM @ DET	02/10/2022	W	48	56.0	0.457	12.5	42.9	47.3	0.223	9.7	21.8
BKN	BKN @ WAS	02/10/2022	L	48	52.4	0.333	10.5	30.4	57.1	0.212	12.6	25.6
WAS	WAS vs. BKN	02/10/2022	W	48	57.1	0.212	12.6	25.6	52.4	0.333	10.5	30.4
GSW	GSW vs. NYK	02/10/2022	L	48	54.4	0.187	8.1	20.4	51.1	0.367	15.3	40.0
PHX	PHX vs. MIL	02/10/2022	W	48	61.7	0.322	8.1	28.6	51.1	0.284	14.0	28.3
SAS	SAS @ CLE	02/09/2022	L	48	42.4	0.111	13.1	31.7	53.0	0.293	15.2	24.4
CHI	CHI @ CHA	02/09/2022	W	48	65.9	0.232	14.3	15.4	50.0	0.247	9.1	30.4
UTA	UTA vs. GSW	02/09/2022	W	48	55.6	0.191	13.2	32.0	46.2	0.218	14.0	17.6
POR	POR vs. LAL	02/09/2022	W	48	52.8	0.180	11.3	25.0	66.9	0.176	21.6	16.7
OKC	OKC vs. TOR	02/09/2022	L	48	49.4	0.161	18.4	30.2	58.5	0.159	16.3	27.9
GSW	GSW @ UTA	02/09/2022	L	48	46.2	0.218	14.0	17.6	55.6	0.191	13.2	32.0
TOR	TOR @ OKC	02/09/2022	W	48	58.5	0.159	16.3	27.9	49.4	0.161	18.4	30.2
SAC	SAC vs. MIN	02/09/2022	W	48	58.1	0.290	13.5	37.0	53.1	0.184	9.6	21.8
MIN	MIN @ SAC	02/09/2022	L	48	53.1	0.184	9.6	21.8	58.1	0.290	13.5	37.0
LAL	LAL @ POR	02/09/2022	L	48	66.9	0.176	21.6	16.7	52.8	0.180	11.3	25.0
CHA	CHA vs. CHI	02/09/2022	L	48	50.0	0.247	9.1	30.4	65.9	0.232	14.3	15.4
CLE	CLE vs. SAS	02/09/2022	W	48	53.0	0.293	15.2	24.4	42.4	0.111	13.1	31.7
DEN	DEN vs. NYK	02/08/2022	W	48	63.5	0.365	13.3	33.3	52.0	0.119	9.1	29.3
MEM	MEM vs. LAC	02/08/2022	W	48	55.8	0.243	12.5	42.3	51.1	0.270	16.3	29.4
MIL	MIL @ LAL	02/08/2022	W	48	62.0	0.208	11.8	34.8	57.6	0.353	15.8	27.7
DAL	DAL vs. DET	02/08/2022	W	48	62.0	0.291	13.5	21.4	40.8	0.253	15.8	28.8
DET	DET @ DAL	02/08/2022	L	48	40.8	0.253	15.8	28.8	62.0	0.291	13.5	21.4
POR	POR vs. ORL	02/08/2022	L	48	41.2	0.286	13.1	30.6	59.4	0.089	15.3	25.0
PHX	PHX @ PHI	02/08/2022	W	48	48.4	0.253	7.7	22.6	51.7	0.202	14.4	20.8
HOU	HOU @ NOP	02/08/2022	L	48	44.8	0.360	21.0	37.7	57.5	0.250	19.2	23.1
NYK	NYK @ DEN	02/08/2022	L	48	52.0	0.119	9.1	29.3	63.5	0.365	13.3	33.3
ORL	ORL @ POR	02/08/2022	W	48	59.4	0.089	15.3	25.0	41.2	0.286	13.1	30.6
LAL	LAL vs. MIL	02/08/2022	L	48	57.6	0.353	15.8	27.7	62.0	0.208	11.8	34.8
BOS	BOS @ BKN	02/08/2022	W	48	62.6	0.176	14.3	34.9	43.4	0.131	14.3	34.8
BKN	BKN vs. BOS	02/08/2022	L	48	43.4	0.131	14.3	34.8	62.6	0.176	14.3	34.9
SAC	SAC vs. MIN	02/08/2022	L	48	54.8	0.313	17.8	19.0	58.7	0.163	13.1	36.4
PHI	PHI vs. PHX	02/08/2022	L	48	51.7	0.202	14.4	20.8	48.4	0.253	7.7	22.6
NOP	NOP vs. HOU	02/08/2022	W	48	57.5	0.250	19.2	23.1	44.8	0.360	21.0	37.7
MIN	MIN @ SAC	02/08/2022	W	48	58.7	0.163	13.1	36.4	54.8	0.313	17.8	19.0
IND	IND @ ATL	02/08/2022	L	48	45.2	0.355	13.0	41.4	67.2	0.178	16.2	39.0
ATL	ATL vs. IND	02/08/2022	W	48	67.2	0.178	16.2	39.0	45.2	0.355	13.0	41.4
LAC	LAC @ MEM	02/08/2022	L	48	51.1	0.270	16.3	29.4	55.8	0.243	12.5	42.3
TOR	TOR @ CHA	02/07/2022	W	48	57.7	0.345	17.8	34.7	45.8	0.168	12.9	28.1
WAS	WAS vs. MIA	02/07/2022	L	48	49.4	0.288	17.2	20.5	68.4	0.276	19.0	18.2
PHX	PHX @ CHI	02/07/2022	W	48	61.1	0.211	11.3	31.0	53.3	0.344	9.2	27.1
CHI	CHI vs. PHX	02/07/2022	L	48	53.3	0.344	9.2	27.1	61.1	0.211	11.3	31.0
GSW	GSW @ OKC	02/07/2022	W	48	59.1	0.207	15.2	20.9	47.2	0.189	18.2	34.5
CHA	CHA vs. TOR	02/07/2022	L	48	45.8	0.168	12.9	28.1	57.7	0.345	17.8	34.7
MIA	MIA @ WAS	02/07/2022	W	48	68.4	0.276	19.0	18.2	49.4	0.288	17.2	20.5
NYK	NYK @ UTA	02/07/2022	L	48	42.1	0.368	16.3	44.6	48.4	0.290	12.0	35.1
OKC	OKC vs. GSW	02/07/2022	L	48	47.2	0.189	18.2	34.5	59.1	0.207	15.2	20.9
UTA	UTA vs. NYK	02/07/2022	W	48	48.4	0.290	12.0	35.1	42.1	0.368	16.3	44.6
DEN	DEN vs. BKN	02/06/2022	W	48	57.4	0.223	11.1	34.0	50.6	0.253	10.0	16.7
DAL	DAL vs. ATL	02/06/2022	W	48	52.3	0.148	17.0	29.4	41.6	0.168	12.5	35.6
DET	DET @ MIN	02/06/2022	L	48	48.4	0.200	11.3	27.1	55.5	0.231	10.2	30.0
HOU	HOU vs. NOP	02/06/2022	L	48	57.1	0.190	18.6	30.4	61.0	0.468	13.3	23.8
LAC	LAC vs. MIL	02/06/2022	L	48	51.0	0.167	9.6	21.4	65.3	0.307	9.7	19.0
ATL	ATL @ DAL	02/06/2022	L	48	41.6	0.168	12.5	35.6	52.3	0.148	17.0	29.4
PHI	PHI @ CHI	02/06/2022	W	48	60.7	0.250	11.8	20.0	52.5	0.321	8.4	20.5
ORL	ORL vs. BOS	02/06/2022	L	48	38.9	0.259	18.8	19.2	52.0	0.141	15.8	38.2
BKN	BKN @ DEN	02/06/2022	L	48	50.6	0.253	10.0	16.7	57.4	0.223	11.1	34.0
NOP	NOP @ HOU	02/06/2022	W	48	61.0	0.468	13.3	23.8	57.1	0.190	18.6	30.4
MIN	MIN vs. DET	02/06/2022	W	48	55.5	0.231	10.2	30.0	48.4	0.200	11.3	27.1
MIL	MIL @ LAC	02/06/2022	W	48	65.3	0.307	9.7	19.0	51.0	0.167	9.6	21.4
CHI	CHI vs. PHI	02/06/2022	L	48	52.5	0.321	8.4	20.5	60.7	0.250	11.8	20.0
IND	IND @ CLE	02/06/2022	L	48	42.2	0.205	20.4	32.1	47.0	0.333	11.8	32.1
CLE	CLE vs. IND	02/06/2022	W	48	47.0	0.333	11.8	32.1	42.2	0.205	20.4	32.1
BOS	BOS @ ORL	02/06/2022	W	48	52.0	0.141	15.8	38.2	38.9	0.259	18.8	19.2
SAC	SAC vs. OKC	02/05/2022	W	48	59.0	0.265	15.8	20.5	53.4	0.184	13.9	16.0
CHA	CHA vs. MIA	02/05/2022	L	48	44.2	0.186	20.2	25.0	47.8	0.198	11.9	25.9
NYK	NYK @ LAL	02/05/2022	L	53	45.4	0.367	12.5	31.3	51.5	0.275	11.8	26.2
MIA	MIA @ CHA	02/05/2022	W	48	47.8	0.198	11.9	25.9	44.2	0.186	20.2	25.0
LAL	LAL vs. NYK	02/05/2022	W	53	51.5	0.275	11.8	26.2	45.4	0.367	12.5	31.3
POR	POR vs. MIL	02/05/2022	L	48	56.5	0.247	16.0	19.1	65.8	0.239	9.8	29.2
OKC	OKC @ SAC	02/05/2022	L	48	53.4	0.184	13.9	16.0	59.0	0.265	15.8	20.5
WAS	WAS vs. PHX	02/05/2022	L	48	38.2	0.224	9.9	19.6	44.4	0.141	10.9	41.9
MIL	MIL @ POR	02/05/2022	W	48	65.8	0.239	9.8	29.2	56.5	0.247	16.0	19.1
MEM	MEM @ ORL	02/05/2022	W	48	56.7	0.210	7.7	38.9	52.8	0.322	8.8	17.9
PHX	PHX @ WAS	02/05/2022	W	48	44.4	0.141	10.9	41.9	38.2	0.224	9.9	19.6
ORL	ORL vs. MEM	02/05/2022	L	48	52.8	0.322	8.8	17.9	56.7	0.210	7.7	38.9
CHA	CHA vs. CLE	02/04/2022	L	48	48.9	0.130	14.9	29.6	47.8	0.222	12.5	29.8
SAS	SAS vs. HOU	02/04/2022	W	48	64.6	0.225	12.9	29.3	50.0	0.349	18.8	32.0
HOU	HOU @ SAS	02/04/2022	L	48	50.0	0.349	18.8	32.0	64.6	0.225	12.9	29.3
DET	DET vs. BOS	02/04/2022	L	48	37.5	0.192	11.3	38.4	50.6	0.305	14.6	22.9
NOP	NOP @ DEN	02/04/2022	W	48	61.3	0.307	15.8	27.3	57.1	0.218	16.0	18.6
IND	IND vs. CHI	02/04/2022	L	48	55.8	0.095	13.3	27.1	57.8	0.256	9.0	30.2
TOR	TOR vs. ATL	02/04/2022	W	48	67.3	0.222	17.3	27.0	51.1	0.226	9.2	26.9
CLE	CLE @ CHA	02/04/2022	W	48	47.8	0.222	12.5	29.8	48.9	0.130	14.9	29.6
UTA	UTA vs. BKN	02/04/2022	W	48	66.5	0.165	18.6	30.8	47.5	0.111	10.3	30.0
BKN	BKN @ UTA	02/04/2022	L	48	47.5	0.111	10.3	30.0	66.5	0.165	18.6	30.8
PHI	PHI @ DAL	02/04/2022	L	48	57.9	0.329	15.6	18.9	51.8	0.271	12.2	33.3
POR	POR vs. OKC	02/04/2022	L	48	42.6	0.099	12.1	33.3	46.6	0.241	15.5	27.3
OKC	OKC @ POR	02/04/2022	W	48	46.6	0.241	15.5	27.3	42.6	0.099	12.1	33.3
DEN	DEN vs. NOP	02/04/2022	L	48	57.1	0.218	16.0	18.6	61.3	0.307	15.8	27.3
BOS	BOS @ DET	02/04/2022	W	48	50.6	0.305	14.6	22.9	37.5	0.192	11.3	38.4
ATL	ATL @ TOR	02/04/2022	L	48	51.1	0.226	9.2	26.9	67.3	0.222	17.3	27.0
CHI	CHI @ IND	02/04/2022	W	48	57.8	0.256	9.0	30.2	55.8	0.095	13.3	27.1
DAL	DAL vs. PHI	02/04/2022	W	48	51.8	0.271	12.2	33.3	57.9	0.329	15.6	18.9
ATL	ATL vs. PHX	02/03/2022	W	48	64.3	0.262	14.6	20.9	57.4	0.205	10.8	14.0
SAS	SAS vs. MIA	02/03/2022	L	48	42.5	0.475	17.7	31.5	57.8	0.217	14.3	26.2
GSW	GSW vs. SAC	02/03/2022	W	48	67.9	0.190	16.3	33.3	59.4	0.288	16.5	19.5
LAC	LAC vs. LAL	02/03/2022	W	48	59.0	0.124	10.5	21.7	52.8	0.284	11.6	27.8
DET	DET vs. MIN	02/03/2022	L	48	52.2	0.308	15.2	32.7	59.2	0.322	13.5	25.0
PHX	PHX @ ATL	02/03/2022	L	48	57.4	0.205	10.8	14.0	64.3	0.262	14.6	20.9
MIN	MIN @ DET	02/03/2022	W	48	59.2	0.322	13.5	25.0	52.2	0.308	15.2	32.7
TOR	TOR vs. CHI	02/03/2022	W	53	48.7	0.168	11.1	37.9	54.4	0.267	15.5	26.5
MIA	MIA @ SAS	02/03/2022	W	48	57.8	0.217	14.3	26.2	42.5	0.475	17.7	31.5
SAC	SAC @ GSW	02/03/2022	L	48	59.4	0.288	16.5	19.5	67.9	0.190	16.3	33.3
CHI	CHI @ TOR	02/03/2022	L	53	54.4	0.267	15.5	26.5	48.7	0.168	11.1	37.9
LAL	LAL @ LAC	02/03/2022	L	48	52.8	0.284	11.6	27.8	59.0	0.124	10.5	21.7
BKN	BKN @ SAC	02/02/2022	L	48	53.6	0.167	13.8	22.7	51.6	0.194	14.7	42.3
DAL	DAL vs. OKC	02/02/2022	L	53	54.1	0.102	14.0	32.1	57.6	0.291	19.6	42.6
POR	POR @ LAL	02/02/2022	L	48	42.9	0.194	13.1	32.8	49.4	0.423	17.3	25.0
NYK	NYK vs. MEM	02/02/2022	L	48	50.0	0.295	14.6	24.5	51.0	0.225	10.7	37.3
CLE	CLE @ HOU	02/02/2022	L	48	55.6	0.338	19.8	34.0	56.1	0.402	12.2	23.5
DEN	DEN @ UTA	02/02/2022	L	48	60.1	0.152	15.4	18.4	52.9	0.256	8.6	31.3
BOS	BOS vs. CHA	02/02/2022	W	48	59.8	0.207	19.0	22.0	49.4	0.310	15.7	31.5
WAS	WAS @ PHI	02/02/2022	W	48	50.6	0.211	11.1	36.5	51.1	0.143	4.4	23.5
UTA	UTA vs. DEN	02/02/2022	W	48	52.9	0.256	8.6	31.3	60.1	0.152	15.4	18.4
CHA	CHA @ BOS	02/02/2022	L	48	49.4	0.310	15.7	31.5	59.8	0.207	19.0	22.0
OKC	OKC @ DAL	02/02/2022	W	53	57.6	0.291	19.6	42.6	54.1	0.102	14.0	32.1
ORL	ORL @ IND	02/02/2022	W	48	50.0	0.274	11.2	20.4	52.0	0.235	7.4	17.9
LAL	LAL vs. POR	02/02/2022	W	48	49.4	0.423	17.3	25.0	42.9	0.194	13.1	32.8
IND	IND vs. ORL	02/02/2022	L	48	52.0	0.235	7.4	17.9	50.0	0.274	11.2	20.4
HOU	HOU vs. CLE	02/02/2022	W	48	56.1	0.402	12.2	23.5	55.6	0.338	19.8	34.0
MEM	MEM @ NYK	02/02/2022	W	48	51.0	0.225	10.7	37.3	50.0	0.295	14.6	24.5
PHI	PHI vs. WAS	02/02/2022	L	48	51.1	0.143	4.4	23.5	50.6	0.211	11.1	36.5
SAC	SAC vs. BKN	02/02/2022	W	48	51.6	0.194	14.7	42.3	53.6	0.167	13.8	22.7
MIL	MIL vs. WAS	02/01/2022	W	48	56.5	0.098	9.6	28.3	51.2	0.244	12.9	20.4
DEN	DEN @ MIN	02/01/2022	L	48	50.6	0.315	11.9	22.6	59.7	0.269	9.8	28.8
GSW	GSW @ SAS	02/01/2022	W	48	55.2	0.188	15.8	41.5	65.1	0.205	14.0	15.0
ORL	ORL @ CHI	02/01/2022	L	48	57.0	0.118	9.0	17.0	57.2	0.322	10.0	29.2
SAS	SAS vs. GSW	02/01/2022	L	48	65.1	0.205	14.0	15.0	55.2	0.188	15.8	41.5
CHI	CHI vs. ORL	02/01/2022	W	48	57.2	0.322	10.0	29.2	57.0	0.118	9.0	17.0
WAS	WAS @ MIL	02/01/2022	L	48	51.2	0.244	12.9	20.4	56.5	0.098	9.6	28.3
MIA	MIA @ TOR	02/01/2022	L	48	53.8	0.321	18.1	31.0	55.6	0.358	16.0	34.8
TOR	TOR vs. MIA	02/01/2022	W	48	55.6	0.358	16.0	34.8	53.8	0.321	18.1	31.0
DET	DET vs. NOP	02/01/2022	L	48	53.6	0.167	19.6	24.4	48.3	0.315	17.2	43.4
PHX	PHX vs. BKN	02/01/2022	W	48	62.5	0.408	16.3	22.2	59.3	0.259	12.4	21.4
MIN	MIN vs. DEN	02/01/2022	W	48	59.7	0.269	9.8	28.8	50.6	0.315	11.9	22.6
NOP	NOP @ DET	02/01/2022	W	48	48.3	0.315	17.2	43.4	53.6	0.167	19.6	24.4
BKN	BKN @ PHX	02/01/2022	L	48	59.3	0.259	12.4	21.4	62.5	0.408	16.3	22.2
TOR	TOR @ ATL	01/31/2022	W	48	52.8	0.191	8.2	16.7	53.1	0.198	15.3	15.6
IND	IND vs. LAC	01/31/2022	W	48	60.0	0.126	12.0	29.8	54.7	0.135	10.0	22.6
SAC	SAC @ NYK	01/31/2022	L	48	49.4	0.256	16.0	23.6	58.1	0.363	17.0	26.2
CLE	CLE vs. NOP	01/31/2022	W	48	48.2	0.167	11.0	24.5	42.4	0.247	14.6	36.5
OKC	OKC vs. POR	01/31/2022	W	48	47.7	0.198	13.8	28.8	46.3	0.099	16.0	12.8
ATL	ATL vs. TOR	01/31/2022	L	48	53.1	0.198	15.3	15.6	52.8	0.191	8.2	16.7
MEM	MEM @ PHI	01/31/2022	L	53	49.0	0.275	12.7	31.7	54.5	0.150	19.3	34.6
NOP	NOP @ CLE	01/31/2022	L	48	42.4	0.247	14.6	36.5	48.2	0.167	11.0	24.5
LAC	LAC @ IND	01/31/2022	L	48	54.7	0.135	10.0	22.6	60.0	0.126	12.0	29.8
BOS	BOS vs. MIA	01/31/2022	W	48	61.9	0.321	10.3	27.9	48.9	0.115	19.8	27.8
MIA	MIA @ BOS	01/31/2022	L	48	48.9	0.115	19.8	27.8	61.9	0.321	10.3	27.9
GSW	GSW @ HOU	01/31/2022	W	48	64.4	0.288	15.3	23.7	52.4	0.345	17.5	32.1
PHI	PHI vs. MEM	01/31/2022	W	53	54.5	0.150	19.3	34.6	49.0	0.275	12.7	31.7
NYK	NYK vs. SAC	01/31/2022	W	48	58.1	0.363	17.0	26.2	49.4	0.256	16.0	23.6
HOU	HOU vs. GSW	01/31/2022	L	48	52.4	0.345	17.5	32.1	64.4	0.288	15.3	23.7
POR	POR @ OKC	01/31/2022	L	48	46.3	0.099	16.0	12.8	47.7	0.198	13.8	28.8
ATL	ATL vs. LAL	01/30/2022	W	48	64.3	0.381	11.7	23.3	62.6	0.264	12.7	19.1
DET	DET vs. CLE	01/30/2022	W	48	51.6	0.275	9.7	36.5	54.3	0.305	14.0	29.2
POR	POR @ CHI	01/30/2022	L	48	62.7	0.193	12.4	16.3	62.8	0.200	7.2	19.5
PHX	PHX vs. SAS	01/30/2022	W	48	55.2	0.124	8.1	30.6	51.5	0.080	11.2	29.1
MIN	MIN vs. UTA	01/30/2022	W	48	62.4	0.202	15.8	28.6	56.2	0.259	19.6	26.1
DEN	DEN @ MIL	01/30/2022	W	48	73.3	0.114	10.3	20.0	53.8	0.282	15.5	16.3
CLE	CLE @ DET	01/30/2022	L	48	54.3	0.305	14.0	29.2	51.6	0.275	9.7	36.5
CHI	CHI vs. POR	01/30/2022	W	48	62.8	0.200	7.2	19.5	62.7	0.193	12.4	16.3
SAS	SAS @ PHX	01/30/2022	L	48	51.5	0.080	11.2	29.1	55.2	0.124	8.1	30.6
CHA	CHA vs. LAC	01/30/2022	L	48	36.7	0.276	8.5	22.2	58.9	0.226	17.0	16.7
LAC	LAC @ CHA	01/30/2022	W	48	58.9	0.226	17.0	16.7	36.7	0.276	8.5	22.2
UTA	UTA @ MIN	01/30/2022	L	48	56.2	0.259	19.6	26.1	62.4	0.202	15.8	28.6
MIL	MIL vs. DEN	01/30/2022	L	48	53.8	0.282	15.5	16.3	73.3	0.114	10.3	20.0
LAL	LAL @ ATL	01/30/2022	L	48	62.6	0.264	12.7	19.1	64.3	0.381	11.7	23.3
ORL	ORL vs. DAL	01/30/2022	W	48	57.7	0.190	16.5	25.0	58.0	0.222	18.4	25.0
DAL	DAL @ ORL	01/30/2022	L	48	58.0	0.222	18.4	25.0	57.7	0.190	16.5	25.0
NOP	NOP vs. BOS	01/29/2022	L	48	48.8	0.280	15.6	24.5	61.7	0.136	15.5	17.5
IND	IND @ DAL	01/29/2022	L	48	48.9	0.253	11.1	29.6	61.5	0.229	5.1	26.0
MIA	MIA vs. TOR	01/29/2022	L	63	48.2	0.182	20.2	39.1	51.4	0.168	14.5	31.1
SAC	SAC @ PHI	01/29/2022	L	48	51.2	0.244	13.7	27.1	60.0	0.371	19.1	12.8
TOR	TOR @ MIA	01/29/2022	W	63	51.4	0.168	14.5	31.1	48.2	0.182	20.2	39.1
PHI	PHI vs. SAC	01/29/2022	W	48	60.0	0.371	19.1	12.8	51.2	0.244	13.7	27.1
BOS	BOS @ NOP	01/29/2022	W	48	61.7	0.136	15.5	17.5	48.8	0.280	15.6	24.5
GSW	GSW vs. BKN	01/29/2022	W	48	48.0	0.184	12.1	38.3	45.4	0.214	11.3	34.4
DAL	DAL vs. IND	01/29/2022	W	48	61.5	0.229	5.1	26.0	48.9	0.253	11.1	29.6
MEM	MEM vs. WAS	01/29/2022	W	48	52.5	0.120	9.7	41.8	47.6	0.250	12.9	24.1
WAS	WAS @ MEM	01/29/2022	L	48	47.6	0.250	12.9	24.1	52.5	0.120	9.7	41.8
BKN	BKN @ GSW	01/29/2022	L	48	45.4	0.214	11.3	34.4	48.0	0.184	12.1	38.3
CHI	CHI @ SAS	01/28/2022	L	48	56.8	0.295	5.9	16.3	61.1	0.189	7.0	23.9
CHA	CHA vs. LAL	01/28/2022	W	48	58.4	0.337	12.5	26.7	50.0	0.352	7.2	29.3
ATL	ATL vs. BOS	01/28/2022	W	48	52.8	0.225	12.2	26.9	39.0	0.314	18.4	32.1
MEM	MEM vs. UTA	01/28/2022	W	48	61.6	0.293	14.9	25.6	53.5	0.247	18.2	24.5
DET	DET @ ORL	01/28/2022	L	48	42.5	0.425	9.9	26.8	56.6	0.313	16.8	28.6
UTA	UTA @ MEM	01/28/2022	L	48	53.5	0.247	18.2	24.5	61.6	0.293	14.9	25.6
IND	IND @ OKC	01/28/2022	W	53	50.0	0.305	19.4	41.4	52.6	0.179	13.0	20.0
MIL	MIL vs. NYK	01/28/2022	W	48	53.9	0.348	12.9	29.4	54.8	0.333	13.9	24.0
MIA	MIA vs. LAC	01/28/2022	W	48	55.9	0.318	17.5	32.6	49.5	0.348	12.6	29.8
