TEAM	MATCH UP	GAME DATE	W/L	MIN	EFG%	FTR	TOV%	OREB%	OPPEFG%	OPPFTR	OPPTOV%	OPPOREB%
DET	DET vs. BKN	12/12/2021	L	48	50.0	0.196	20.4	30.9	53.4	0.287	17.1	33.3
NOP	NOP @ SAS	12/12/2021	L	48	46.8	0.160	14.3	31.0	53.3	0.220	14.4	34.7
MIN	MIN @ POR	12/12/2021	W	48	52.9	0.376	17.0	33.3	56.8	0.346	18.8	31.3
LAL	LAL vs. ORL	12/12/2021	W	48	56.5	0.202	14.3	22.2	44.9	0.216	19.6	33.9
MIL	MIL @ NYK	12/12/2021	W	48	55.7	0.193	15.6	31.3	53.0	0.159	17.5	22.4
DAL	DAL @ OKC	12/12/2021	W	48	47.2	0.256	9.6	26.8	45.6	0.200	11.6	11.5
NYK	NYK vs. MIL	12/12/2021	L	48	53.0	0.159	17.5	22.4	55.7	0.193	15.6	31.3
BKN	BKN @ DET	12/12/2021	W	48	53.4	0.287	17.1	33.3	50.0	0.196	20.4	30.9
WAS	WAS vs. UTA	12/11/2021	L	48	50.6	0.157	13.4	23.5	58.6	0.183	9.2	29.8
MEM	MEM vs. HOU	12/11/2021	W	48	56.9	0.450	12.0	38.3	56.5	0.377	17.8	36.2
SAC	SAC @ CLE	12/11/2021	L	48	47.8	0.237	15.9	23.2	53.4	0.318	13.1	18.4
CLE	CLE vs. SAC	12/11/2021	W	48	53.4	0.318	13.1	18.4	47.8	0.237	15.9	23.2
SAS	SAS vs. DEN	12/11/2021	L	48	51.7	0.326	17.3	35.3	61.3	0.151	12.1	29.8
PHI	PHI vs. GSW	12/11/2021	W	48	52.0	0.342	14.0	19.0	47.1	0.212	13.8	27.8
CHI	CHI @ MIA	12/11/2021	L	48	47.6	0.241	17.2	27.3	59.7	0.097	10.6	33.3
DEN	DEN @ SAS	12/11/2021	W	48	61.3	0.151	12.1	29.8	51.7	0.326	17.3	35.3
UTA	UTA @ WAS	12/11/2021	W	48	58.6	0.183	9.2	29.8	50.6	0.157	13.4	23.5
LAC	LAC vs. ORL	12/11/2021	W	48	55.4	0.065	8.8	25.0	51.3	0.300	12.0	25.5
HOU	HOU @ MEM	12/11/2021	L	48	56.5	0.377	17.8	36.2	56.9	0.450	12.0	38.3
GSW	GSW @ PHI	12/11/2021	L	48	47.1	0.212	13.8	27.8	52.0	0.342	14.0	19.0
ORL	ORL @ LAC	12/11/2021	L	48	51.3	0.300	12.0	25.5	55.4	0.065	8.8	25.0
MIA	MIA vs. CHI	12/11/2021	W	48	59.7	0.097	10.6	33.3	47.6	0.241	17.2	27.3
SAC	SAC @ CHA	12/10/2021	L	48	54.5	0.168	13.9	43.6	63.2	0.230	16.2	29.3
CHA	CHA vs. SAC	12/10/2021	W	48	63.2	0.230	16.2	29.3	54.5	0.168	13.9	43.6
PHX	PHX vs. BOS	12/10/2021	W	48	52.1	0.115	12.0	30.2	39.8	0.258	13.1	27.4
DET	DET @ NOP	12/10/2021	L	48	45.6	0.133	13.0	17.9	50.0	0.168	16.0	37.0
MIN	MIN vs. CLE	12/10/2021	L	48	45.1	0.304	13.5	25.4	61.8	0.259	16.2	22.0
TOR	TOR vs. NYK	12/10/2021	W	48	41.4	0.264	8.8	27.1	41.4	0.296	16.3	32.7
IND	IND vs. DAL	12/10/2021	W	48	54.6	0.138	14.4	37.0	48.8	0.143	15.4	32.6
DAL	DAL @ IND	12/10/2021	L	48	48.8	0.143	15.4	32.6	54.6	0.138	14.4	37.0
BKN	BKN @ ATL	12/10/2021	W	48	52.7	0.172	13.7	27.1	45.2	0.255	14.6	34.5
HOU	HOU vs. MIL	12/10/2021	L	48	57.9	0.225	15.8	27.5	59.6	0.386	14.7	31.8
MIL	MIL @ HOU	12/10/2021	W	48	59.6	0.386	14.7	31.8	57.9	0.225	15.8	27.5
OKC	OKC vs. LAL	12/10/2021	L	48	44.8	0.146	15.3	32.8	58.0	0.230	16.3	32.7
LAL	LAL @ OKC	12/10/2021	W	48	58.0	0.230	16.3	32.7	44.8	0.146	15.3	32.8
NYK	NYK @ TOR	12/10/2021	L	48	41.4	0.296	16.3	32.7	41.4	0.264	8.8	27.1
ATL	ATL vs. BKN	12/10/2021	L	48	45.2	0.255	14.6	34.5	52.7	0.172	13.7	27.1
CLE	CLE @ MIN	12/10/2021	W	48	61.8	0.259	16.2	22.0	45.1	0.304	13.5	25.4
NOP	NOP vs. DET	12/10/2021	W	48	50.0	0.168	16.0	37.0	45.6	0.133	13.0	17.9
BOS	BOS @ PHX	12/10/2021	L	48	39.8	0.258	13.1	27.4	52.1	0.115	12.0	30.2
DEN	DEN @ SAS	12/09/2021	L	48	52.7	0.138	9.1	20.8	60.8	0.250	14.3	32.6
UTA	UTA @ PHI	12/09/2021	W	48	55.5	0.264	12.6	39.6	46.6	0.170	12.8	26.0
PHI	PHI vs. UTA	12/09/2021	L	48	46.6	0.170	12.8	26.0	55.5	0.264	12.6	39.6
SAS	SAS vs. DEN	12/09/2021	W	48	60.8	0.250	14.3	32.6	52.7	0.138	9.1	20.8
LAL	LAL @ MEM	12/09/2021	L	48	53.8	0.218	21.6	20.5	51.1	0.191	13.0	28.1
MEM	MEM vs. LAL	12/09/2021	W	48	51.1	0.191	13.0	28.1	53.8	0.218	21.6	20.5
BKN	BKN @ HOU	12/08/2021	L	48	43.8	0.348	13.8	40.4	58.0	0.358	15.1	31.1
HOU	HOU vs. BKN	12/08/2021	W	48	58.0	0.358	15.1	31.1	43.8	0.348	13.8	40.4
PHI	PHI @ CHA	12/08/2021	W	48	56.7	0.400	17.5	25.0	55.0	0.263	19.8	26.2
MIN	MIN vs. UTA	12/08/2021	L	48	48.9	0.179	15.4	25.8	71.0	0.170	14.4	18.4
MIA	MIA vs. MIL	12/08/2021	W	48	66.2	0.156	21.8	18.9	49.4	0.318	19.0	29.1
UTA	UTA @ MIN	12/08/2021	W	48	71.0	0.170	14.4	18.4	48.9	0.179	15.4	25.8
DEN	DEN @ NOP	12/08/2021	W	53	56.3	0.307	11.2	17.4	58.3	0.133	23.8	33.3
CLE	CLE vs. CHI	12/08/2021	W	48	63.1	0.200	16.5	21.6	45.8	0.250	18.6	29.6
NYK	NYK @ IND	12/08/2021	L	48	47.1	0.267	13.5	32.0	59.3	0.291	11.5	33.3
ORL	ORL @ SAC	12/08/2021	L	48	57.7	0.237	12.9	37.3	62.4	0.258	7.9	37.8
CHA	CHA vs. PHI	12/08/2021	L	48	55.0	0.263	19.8	26.2	56.7	0.400	17.5	25.0
CHI	CHI @ CLE	12/08/2021	L	48	45.8	0.250	18.6	29.6	63.1	0.200	16.5	21.6
MEM	MEM vs. DAL	12/08/2021	L	48	45.0	0.278	13.5	37.3	55.8	0.299	20.2	27.5
MIL	MIL @ MIA	12/08/2021	L	48	49.4	0.318	19.0	29.1	66.2	0.156	21.8	18.9
WAS	WAS @ DET	12/08/2021	W	53	54.5	0.318	16.8	32.0	55.1	0.443	15.5	26.7
SAC	SAC vs. ORL	12/08/2021	W	48	62.4	0.258	7.9	37.8	57.7	0.237	12.9	37.3
NOP	NOP vs. DEN	12/08/2021	L	53	58.3	0.133	23.8	33.3	56.3	0.307	11.2	17.4
DET	DET vs. WAS	12/08/2021	L	53	55.1	0.443	15.5	26.7	54.5	0.318	16.8	32.0
DAL	DAL @ MEM	12/08/2021	W	48	55.8	0.299	20.2	27.5	45.0	0.278	13.5	37.3
TOR	TOR vs. OKC	12/08/2021	L	48	53.2	0.161	13.3	28.3	55.4	0.238	14.3	25.5
POR	POR @ GSW	12/08/2021	L	48	46.3	0.350	16.0	17.6	48.2	0.373	15.8	28.3
GSW	GSW vs. POR	12/08/2021	W	48	48.2	0.373	15.8	28.3	46.3	0.350	16.0	17.6
OKC	OKC @ TOR	12/08/2021	W	48	55.4	0.238	14.3	25.5	53.2	0.161	13.3	28.3
LAC	LAC vs. BOS	12/08/2021	W	48	55.3	0.259	19.2	26.1	53.5	0.244	22.3	30.4
IND	IND vs. NYK	12/08/2021	W	48	59.3	0.291	11.5	33.3	47.1	0.267	13.5	32.0
BOS	BOS @ LAC	12/08/2021	L	48	53.5	0.244	22.3	30.4	55.3	0.259	19.2	26.1
NYK	NYK @ SAS	12/07/2021	W	48	57.1	0.209	11.6	34.7	51.1	0.217	10.5	29.6
SAS	SAS vs. NYK	12/07/2021	L	48	51.1	0.217	10.5	29.6	57.1	0.209	11.6	34.7
BKN	BKN @ DAL	12/07/2021	W	48	55.4	0.157	12.9	23.8	45.0	0.244	4.3	23.6
DAL	DAL vs. BKN	12/07/2021	L	48	45.0	0.244	4.3	23.6	55.4	0.157	12.9	23.8
LAL	LAL vs. BOS	12/07/2021	W	48	55.9	0.183	16.2	42.6	50.0	0.354	13.1	19.6
BOS	BOS @ LAL	12/07/2021	L	48	50.0	0.354	13.1	19.6	55.9	0.183	16.2	42.6
OKC	OKC @ DET	12/06/2021	W	48	55.5	0.366	11.0	17.8	49.5	0.061	16.8	34.5
ATL	ATL @ MIN	12/06/2021	W	48	58.3	0.211	12.2	29.4	48.5	0.194	8.2	31.7
MEM	MEM @ MIA	12/06/2021	W	48	50.0	0.236	19.4	36.5	50.0	0.224	23.5	25.6
CHI	CHI vs. DEN	12/06/2021	W	48	52.2	0.220	11.2	25.9	45.3	0.156	11.3	27.9
IND	IND vs. WAS	12/06/2021	W	48	57.9	0.268	17.4	46.2	57.4	0.259	13.3	30.0
DEN	DEN @ CHI	12/06/2021	L	48	45.3	0.156	11.3	27.9	52.2	0.220	11.2	25.9
PHI	PHI @ CHA	12/06/2021	W	53	61.5	0.310	14.7	28.9	52.3	0.159	7.8	29.0
POR	POR vs. LAC	12/06/2021	L	48	47.5	0.253	18.2	19.6	50.5	0.152	13.1	25.0
CHA	CHA vs. PHI	12/06/2021	L	53	52.3	0.159	7.8	29.0	61.5	0.310	14.7	28.9
LAC	LAC @ POR	12/06/2021	W	48	50.5	0.152	13.1	25.0	47.5	0.253	18.2	19.6
MIA	MIA vs. MEM	12/06/2021	L	48	50.0	0.224	23.5	25.6	50.0	0.236	19.4	36.5
CLE	CLE @ MIL	12/06/2021	L	48	47.2	0.222	9.8	16.4	54.1	0.279	16.7	27.7
MIL	MIL vs. CLE	12/06/2021	W	48	54.1	0.279	16.7	27.7	47.2	0.222	9.8	16.4
ORL	ORL @ GSW	12/06/2021	L	48	50.7	0.289	22.1	13.6	60.9	0.333	14.4	25.0
WAS	WAS @ IND	12/06/2021	L	48	57.4	0.259	13.3	30.0	57.9	0.268	17.4	46.2
PHX	PHX vs. SAS	12/06/2021	W	48	51.1	0.191	16.8	35.2	48.9	0.204	14.9	29.6
GSW	GSW vs. ORL	12/06/2021	W	48	60.9	0.333	14.4	25.0	50.7	0.289	22.1	13.6
DET	DET vs. OKC	12/06/2021	L	48	49.5	0.061	16.8	34.5	55.5	0.366	11.0	17.8
MIN	MIN vs. ATL	12/06/2021	L	48	48.5	0.194	8.2	31.7	58.3	0.211	12.2	29.4
SAS	SAS @ PHX	12/06/2021	L	48	48.9	0.204	14.9	29.6	51.1	0.191	16.8	35.2
TOR	TOR vs. WAS	12/05/2021	W	48	49.4	0.282	8.7	26.0	46.6	0.397	10.8	15.6
ATL	ATL vs. CHA	12/05/2021	L	48	60.8	0.194	11.0	29.8	63.4	0.326	6.0	15.9
CLE	CLE vs. UTA	12/05/2021	L	48	53.8	0.143	15.1	35.3	55.6	0.111	18.1	37.3
UTA	UTA @ CLE	12/05/2021	W	48	55.6	0.111	18.1	37.3	53.8	0.143	15.1	35.3
WAS	WAS @ TOR	12/05/2021	L	48	46.6	0.397	10.8	15.6	49.4	0.282	8.7	26.0
NOP	NOP @ HOU	12/05/2021	L	48	47.9	0.266	8.8	42.1	60.1	0.367	15.2	35.6
HOU	HOU vs. NOP	12/05/2021	W	48	60.1	0.367	15.2	35.6	47.9	0.266	8.8	42.1
CHA	CHA @ ATL	12/05/2021	W	48	63.4	0.326	6.0	15.9	60.8	0.194	11.0	29.8
LAC	LAC @ SAC	12/04/2021	L	48	45.5	0.303	17.6	28.8	48.8	0.291	16.5	26.4
POR	POR vs. BOS	12/04/2021	L	48	51.7	0.360	9.2	28.0	68.4	0.333	12.4	35.9
CHI	CHI @ BKN	12/04/2021	W	48	53.5	0.314	9.1	18.0	45.0	0.081	7.1	37.9
GSW	GSW vs. SAS	12/04/2021	L	48	51.7	0.233	13.1	25.0	54.5	0.216	11.9	23.4
SAC	SAC vs. LAC	12/04/2021	W	48	48.8	0.291	16.5	26.4	45.5	0.303	17.6	28.8
DEN	DEN @ NYK	12/04/2021	W	48	64.3	0.060	14.6	27.5	46.6	0.239	12.2	37.5
MIA	MIA @ MIL	12/04/2021	L	48	50.6	0.286	15.5	24.1	54.1	0.204	14.1	43.6
MEM	MEM @ DAL	12/04/2021	W	48	54.6	0.316	24.0	37.0	41.8	0.207	15.8	32.3
BKN	BKN vs. CHI	12/04/2021	L	48	45.0	0.081	7.1	37.9	53.5	0.314	9.1	18.0
MIL	MIL vs. MIA	12/04/2021	W	48	54.1	0.204	14.1	43.6	50.6	0.286	15.5	24.1
DAL	DAL vs. MEM	12/04/2021	L	48	41.8	0.207	15.8	32.3	54.6	0.316	24.0	37.0
SAS	SAS @ GSW	12/04/2021	W	48	54.5	0.216	11.9	23.4	51.7	0.233	13.1	25.0
BOS	BOS @ POR	12/04/2021	W	48	68.4	0.333	12.4	35.9	51.7	0.360	9.2	28.0
NYK	NYK vs. DEN	12/04/2021	L	48	46.6	0.239	12.2	37.5	64.3	0.060	14.6	27.5
PHI	PHI @ ATL	12/03/2021	W	48	52.5	0.210	11.8	15.6	47.4	0.395	16.3	27.5
IND	IND vs. MIA	12/03/2021	L	48	49.4	0.413	14.4	36.7	63.0	0.160	14.4	28.2
GSW	GSW vs. PHX	12/03/2021	W	48	59.2	0.130	16.8	31.3	43.2	0.432	16.0	23.2
ORL	ORL @ HOU	12/03/2021	L	48	56.4	0.244	18.0	31.1	57.1	0.163	12.1	25.0
MIN	MIN @ BKN	12/03/2021	L	48	45.7	0.258	17.5	36.2	51.3	0.539	16.3	25.6
UTA	UTA vs. BOS	12/03/2021	W	48	72.2	0.284	20.2	31.6	59.3	0.242	5.9	20.5
HOU	HOU vs. ORL	12/03/2021	W	48	57.1	0.163	12.1	25.0	56.4	0.244	18.0	31.1
CLE	CLE @ WAS	12/03/2021	W	48	54.5	0.281	16.7	35.8	52.4	0.232	10.5	13.3
PHX	PHX @ GSW	12/03/2021	L	48	43.2	0.432	16.0	23.2	59.2	0.130	16.8	31.3
WAS	WAS vs. CLE	12/03/2021	L	48	52.4	0.232	10.5	13.3	54.5	0.281	16.7	35.8
BKN	BKN vs. MIN	12/03/2021	W	48	51.3	0.539	16.3	25.6	45.7	0.258	17.5	36.2
LAL	LAL vs. LAC	12/03/2021	L	48	56.7	0.233	12.9	36.7	60.5	0.296	10.6	26.2
MIA	MIA @ IND	12/03/2021	W	48	63.0	0.160	14.4	28.2	49.4	0.413	14.4	36.7
LAC	LAC @ LAL	12/03/2021	W	48	60.5	0.296	10.6	26.2	56.7	0.233	12.9	36.7
ATL	ATL vs. PHI	12/03/2021	L	48	47.4	0.395	16.3	27.5	52.5	0.210	11.8	15.6
DAL	DAL vs. NOP	12/03/2021	L	48	46.8	0.329	15.3	18.9	47.8	0.311	10.2	29.1
BOS	BOS @ UTA	12/03/2021	L	48	59.3	0.242	5.9	20.5	72.2	0.284	20.2	31.6
NOP	NOP @ DAL	12/03/2021	W	48	47.8	0.311	10.2	29.1	46.8	0.329	15.3	18.9
DET	DET @ PHX	12/02/2021	L	48	51.9	0.325	13.3	17.0	62.0	0.291	15.5	22.5
SAS	SAS @ POR	12/02/2021	W	48	56.0	0.176	13.9	24.0	42.7	0.207	18.0	16.4
TOR	TOR vs. MIL	12/02/2021	W	48	50.0	0.159	15.7	38.9	44.1	0.294	16.7	40.4
NYK	NYK vs. CHI	12/02/2021	L	48	56.7	0.329	17.8	30.2	55.6	0.236	15.0	33.3
CHI	CHI @ NYK	12/02/2021	W	48	55.6	0.236	15.0	33.3	56.7	0.329	17.8	30.2
MEM	MEM vs. OKC	12/02/2021	W	48	72.4	0.188	10.2	44.7	40.1	0.289	20.4	17.0
PHX	PHX vs. DET	12/02/2021	W	48	62.0	0.291	15.5	22.5	51.9	0.325	13.3	17.0
OKC	OKC @ MEM	12/02/2021	L	48	40.1	0.289	20.4	17.0	72.4	0.188	10.2	44.7
MIL	MIL @ TOR	12/02/2021	L	48	44.1	0.294	16.7	40.4	50.0	0.159	15.7	38.9
POR	POR vs. SAS	12/02/2021	L	48	42.7	0.207	18.0	16.4	56.0	0.176	13.9	24.0
MIL	MIL vs. CHA	12/01/2021	W	48	56.4	0.277	12.3	24.0	61.5	0.241	15.9	20.0
CLE	CLE @ MIA	12/01/2021	W	48	66.2	0.338	22.6	25.0	44.7	0.153	14.1	23.2
LAC	LAC vs. SAC	12/01/2021	L	48	51.5	0.160	13.0	36.4	60.8	0.227	11.9	23.3
OKC	OKC vs. HOU	12/01/2021	L	48	51.8	0.341	13.4	31.3	60.1	0.278	19.4	32.5
MIA	MIA vs. CLE	12/01/2021	L	48	44.7	0.153	14.1	23.2	66.2	0.338	22.6	25.0
IND	IND vs. ATL	12/01/2021	L	48	54.4	0.178	10.1	22.9	60.5	0.140	13.4	16.3
WAS	WAS vs. MIN	12/01/2021	W	48	54.9	0.231	14.0	34.7	48.3	0.295	13.1	25.9
PHI	PHI @ BOS	12/01/2021	L	48	41.6	0.191	7.6	22.8	48.7	0.190	14.0	18.8
SAC	SAC @ LAC	12/01/2021	W	48	60.8	0.227	11.9	23.3	51.5	0.160	13.0	36.4
BOS	BOS vs. PHI	12/01/2021	W	48	48.7	0.190	14.0	18.8	41.6	0.191	7.6	22.8
DAL	DAL @ NOP	12/01/2021	W	48	79.5	0.108	18.9	39.3	52.2	0.180	17.0	36.0
HOU	HOU @ OKC	12/01/2021	W	48	60.1	0.278	19.4	32.5	51.8	0.341	13.4	31.3
CHA	CHA @ MIL	12/01/2021	L	48	61.5	0.241	15.9	20.0	56.4	0.277	12.3	24.0
NOP	NOP vs. DAL	12/01/2021	L	48	52.2	0.180	17.0	36.0	79.5	0.108	18.9	39.3
MIN	MIN @ WAS	12/01/2021	L	48	48.3	0.295	13.1	25.9	54.9	0.231	14.0	34.7
ORL	ORL vs. DEN	12/01/2021	W	48	58.0	0.235	13.1	10.0	55.0	0.263	15.2	17.0
DEN	DEN @ ORL	12/01/2021	L	48	55.0	0.263	15.2	17.0	58.0	0.235	13.1	10.0
ATL	ATL @ IND	12/01/2021	W	48	60.5	0.140	13.4	16.3	54.4	0.178	10.1	22.9
TOR	TOR vs. MEM	11/30/2021	L	48	45.1	0.132	18.2	29.1	44.1	0.204	17.2	37.3
MEM	MEM @ TOR	11/30/2021	W	48	44.1	0.204	17.2	37.3	45.1	0.132	18.2	29.1
POR	POR vs. DET	11/30/2021	W	48	50.0	0.188	11.1	29.8	44.1	0.395	19.2	24.5
PHX	PHX vs. GSW	11/30/2021	W	48	56.3	0.126	13.5	21.3	50.0	0.163	24.0	39.2
BKN	BKN vs. NYK	11/30/2021	W	48	52.9	0.294	9.8	28.3	54.4	0.132	11.7	34.0
LAL	LAL @ SAC	11/30/2021	W	48	56.0	0.217	15.5	34.0	48.1	0.278	20.4	22.4
DET	DET @ POR	11/30/2021	L	48	44.1	0.395	19.2	24.5	50.0	0.188	11.1	29.8
SAC	SAC vs. LAL	11/30/2021	L	48	48.1	0.278	20.4	22.4	56.0	0.217	15.5	34.0
GSW	GSW @ PHX	11/30/2021	L	48	50.0	0.163	24.0	39.2	56.3	0.126	13.5	21.3
NYK	NYK @ BKN	11/30/2021	L	48	54.4	0.132	11.7	34.0	52.9	0.294	9.8	28.3
WAS	WAS @ SAS	11/29/2021	L	48	49.5	0.141	7.7	30.2	57.6	0.174	11.1	38.3
UTA	UTA vs. POR	11/29/2021	W	48	63.5	0.258	5.3	26.2	52.2	0.187	9.5	25.5
SAS	SAS vs. WAS	11/29/2021	W	48	57.6	0.174	11.1	38.3	49.5	0.141	7.7	30.2
MIA	MIA vs. DEN	11/29/2021	L	48	55.5	0.165	9.7	31.4	70.3	0.284	14.1	14.7
CHI	CHI vs. CHA	11/29/2021	W	48	67.4	0.213	11.0	23.7	58.0	0.239	9.1	19.6
NOP	NOP @ LAC	11/29/2021	W	48	58.5	0.170	8.7	35.4	61.1	0.292	16.1	13.2
POR	POR @ UTA	11/29/2021	L	48	52.2	0.187	9.5	25.5	63.5	0.258	5.3	26.2
DAL	DAL vs. CLE	11/29/2021	L	48	50.6	0.169	10.0	17.0	62.5	0.225	20.2	22.2
CHA	CHA @ CHI	11/29/2021	L	48	58.0	0.239	9.1	19.6	67.4	0.213	11.0	23.7
LAC	LAC vs. NOP	11/29/2021	L	48	61.1	0.292	16.1	13.2	58.5	0.170	8.7	35.4
CLE	CLE @ DAL	11/29/2021	W	48	62.5	0.225	20.2	22.2	50.6	0.169	10.0	17.0
OKC	OKC @ HOU	11/29/2021	L	48	39.7	0.299	12.6	13.3	49.5	0.115	13.7	24.1
PHI	PHI vs. ORL	11/29/2021	W	48	45.4	0.186	10.8	24.2	45.6	0.200	11.7	18.5
DEN	DEN @ MIA	11/29/2021	W	48	70.3	0.284	14.1	14.7	55.5	0.165	9.7	31.4
HOU	HOU vs. OKC	11/29/2021	W	48	49.5	0.115	13.7	24.1	39.7	0.299	12.6	13.3
MIN	MIN vs. IND	11/29/2021	W	48	49.4	0.317	14.0	20.4	44.5	0.231	14.0	28.1
ORL	ORL @ PHI	11/29/2021	L	48	45.6	0.200	11.7	18.5	45.4	0.186	10.8	24.2
IND	IND @ MIN	11/29/2021	L	48	44.5	0.231	14.0	28.1	49.4	0.317	14.0	20.4
MIL	MIL @ IND	11/28/2021	W	48	55.6	0.244	14.0	29.8	47.8	0.174	13.0	25.0
DET	DET @ LAL	11/28/2021	L	48	50.0	0.213	16.3	27.5	55.2	0.291	11.7	14.3
BOS	BOS @ TOR	11/28/2021	W	48	48.8	0.378	18.4	38.0	44.6	0.172	11.3	25.0
GSW	GSW @ LAC	11/28/2021	W	48	54.1	0.256	17.0	29.4	45.6	0.313	25.0	34.0
LAL	LAL vs. DET	11/28/2021	W	48	55.2	0.291	11.7	14.3	50.0	0.213	16.3	27.5
TOR	TOR vs. BOS	11/28/2021	L	48	44.6	0.172	11.3	25.0	48.8	0.378	18.4	38.0
MEM	MEM vs. SAC	11/28/2021	W	48	54.3	0.192	9.3	30.9	38.7	0.381	7.5	23.9
LAC	LAC vs. GSW	11/28/2021	L	48	45.6	0.313	25.0	34.0	54.1	0.256	17.0	29.4
IND	IND vs. MIL	11/28/2021	L	48	47.8	0.174	13.0	25.0	55.6	0.244	14.0	29.8
SAC	SAC @ MEM	11/28/2021	L	48	38.7	0.381	7.5	23.9	54.3	0.192	9.3	30.9
CHI	CHI vs. MIA	11/27/2021	L	48	53.7	0.259	23.7	34.1	51.2	0.256	10.2	22.0
MIN	MIN @ PHI	11/27/2021	W	58	57.3	0.167	18.6	30.0	48.4	0.419	14.3	27.4
PHX	PHX @ BKN	11/27/2021	W	48	51.6	0.228	12.6	28.3	54.2	0.250	19.8	27.3
ATL	ATL vs. NYK	11/27/2021	L	48	40.3	0.215	7.6	27.9	50.6	0.268	10.6	20.4
UTA	UTA vs. NOP	11/27/2021	W	48	68.8	0.275	17.8	20.5	47.3	0.226	15.0	31.6
CLE	CLE vs. ORL	11/27/2021	W	48	53.3	0.133	13.3	25.5	44.3	0.261	9.4	21.4
MIA	MIA @ CHI	11/27/2021	W	48	51.2	0.256	10.2	22.0	53.7	0.259	23.7	34.1
BKN	BKN vs. PHX	11/27/2021	L	48	54.2	0.250	19.8	27.3	51.6	0.228	12.6	28.3
CHA	CHA @ HOU	11/27/2021	L	53	56.3	0.291	10.0	35.7	65.8	0.326	13.8	35.4
HOU	HOU vs. CHA	11/27/2021	W	53	65.8	0.326	13.8	35.4	56.3	0.291	10.0	35.7
NOP	NOP @ UTA	11/27/2021	L	48	47.3	0.226	15.0	31.6	68.8	0.275	17.8	20.5
PHI	PHI vs. MIN	11/27/2021	L	58	48.4	0.419	14.3	27.4	57.3	0.167	18.6	30.0
ORL	ORL @ CLE	11/27/2021	L	48	44.3	0.261	9.4	21.4	53.3	0.133	13.3	25.5
WAS	WAS @ DAL	11/27/2021	W	48	63.5	0.333	15.8	25.0	55.1	0.247	7.2	24.0
DAL	DAL vs. WAS	11/27/2021	L	48	55.1	0.247	7.2	24.0	63.5	0.333	15.8	25.0
NYK	NYK @ ATL	11/27/2021	W	48	50.6	0.268	10.6	20.4	40.3	0.215	7.6	27.9
MIN	MIN @ CHA	11/26/2021	L	48	50.5	0.190	11.7	31.0	68.8	0.170	15.4	20.0
SAS	SAS vs. BOS	11/26/2021	W	48	47.1	0.218	11.5	25.0	42.4	0.163	11.5	23.0
LAL	LAL vs. SAC	11/26/2021	L	63	57.4	0.275	15.1	21.8	50.8	0.242	12.1	35.7
ORL	ORL vs. CHI	11/26/2021	L	48	41.9	0.375	15.0	23.6	65.7	0.186	14.3	19.5
PHX	PHX @ NYK	11/26/2021	W	48	63.9	0.266	11.5	7.7	43.5	0.239	16.3	39.0
ATL	ATL @ MEM	11/26/2021	W	48	65.7	0.236	11.9	28.2	47.3	0.209	13.0	22.4
TOR	TOR @ IND	11/26/2021	L	48	45.5	0.247	11.7	28.6	54.1	0.113	13.7	43.1
CHA	CHA vs. MIN	11/26/2021	W	48	68.8	0.170	15.4	20.0	50.5	0.190	11.7	31.0
MEM	MEM vs. ATL	11/26/2021	L	48	47.3	0.209	13.0	22.4	65.7	0.236	11.9	28.2
WAS	WAS @ OKC	11/26/2021	W	48	54.4	0.190	15.8	14.6	46.3	0.149	10.4	29.8
CHI	CHI @ ORL	11/26/2021	W	48	65.7	0.186	14.3	19.5	41.9	0.375	15.0	23.6
IND	IND vs. TOR	11/26/2021	W	48	54.1	0.113	13.7	43.1	45.5	0.247	11.7	28.6
DEN	DEN vs. MIL	11/26/2021	L	48	52.7	0.152	8.3	23.1	74.0	0.274	22.9	29.0
MIL	MIL @ DEN	11/26/2021	W	48	74.0	0.274	22.9	29.0	52.7	0.152	8.3	23.1
POR	POR @ GSW	11/26/2021	L	48	49.4	0.267	10.0	23.5	60.9	0.184	15.5	26.8
BOS	BOS @ SAS	11/26/2021	L	48	42.4	0.163	11.5	23.0	47.1	0.218	11.5	25.0
DET	DET @ LAC	11/26/2021	L	48	41.1	0.289	14.6	24.1	48.9	0.209	14.4	25.0
SAC	SAC @ LAL	11/26/2021	W	63	50.8	0.242	12.1	35.7	57.4	0.275	15.1	21.8
LAC	LAC vs. DET	11/26/2021	W	48	48.9	0.209	14.4	25.0	41.1	0.289	14.6	24.1
UTA	UTA vs. NOP	11/26/2021	L	48	53.1	0.225	18.8	26.1	48.9	0.146	14.4	26.9
NOP	NOP @ UTA	11/26/2021	W	48	48.9	0.146	14.4	26.9	53.1	0.225	18.8	26.1
NYK	NYK vs. PHX	11/26/2021	L	48	43.5	0.239	16.3	39.0	63.9	0.266	11.5	7.7
GSW	GSW vs. POR	11/26/2021	W	48	60.9	0.184	15.5	26.8	49.4	0.267	10.0	23.5
OKC	OKC vs. WAS	11/26/2021	L	48	46.3	0.149	10.4	29.8	54.4	0.190	15.8	14.6
CHA	CHA @ ORL	11/24/2021	W	48	48.4	0.226	10.2	23.2	48.9	0.108	15.2	27.3
ORL	ORL vs. CHA	11/24/2021	L	48	48.9	0.108	15.2	27.3	48.4	0.226	10.2	23.2
BKN	BKN @ BOS	11/24/2021	W	48	58.8	0.353	10.2	28.9	43.4	0.308	11.2	28.8
